#S10-3
#Lat: -26.863673278
#Lon: 116.694387546
#HAE: 325.5725
#Datum: WGS84
#Epoch: 2024.2
#SB-Antenna,EEP,Easting,Northing,AHD,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z,E,N,U
SB08-07,140,469629.0408,7028631.6578,342.4161,-26.863632941,116.694258433,325.6041,-2557921.8028,5087131.3091,-2864891.6222,-12.8311,4.4696,0.0316
SB08-08,85,469631.0892,7028631.4681,342.3870,-26.863634699,116.694279050,325.5749,-2557923.5820,5087130.2869,-2864891.7828,-10.7823,4.2749,0.0024
SB08-09,119,469630.2221,7028633.1503,342.3948,-26.863619492,116.694270361,325.5828,-2557923.1558,5087131.3613,-2864890.2832,-11.6458,5.9599,0.0103
SB08-10,98,469632.0350,7028632.9905,342.3731,-26.863620974,116.694288608,325.5611,-2557924.7338,5087130.4631,-2864890.4199,-9.8324,5.7956,-0.0114
SB09-01,38,469634.3981,7028627.8911,342.3919,-26.863667066,116.694312273,325.5798,-2557925.8057,5087127.3597,-2864894.9845,-7.4806,0.6883,0.0073
SB09-02,51,469633.8426,7028629.6930,342.3898,-26.863650785,116.694306724,325.5777,-2557925.6784,5087128.3340,-2864893.3742,-8.0320,2.4924,0.0052
SB09-03,72,469632.0734,7028629.5966,342.3893,-26.863651618,116.694288911,325.5772,-2557924.0780,5087129.0916,-2864893.4563,-9.8022,2.4001,0.0048
SB09-04,93,469630.1111,7028628.1559,342.3906,-26.863664582,116.694269123,325.5785,-2557922.0299,5087129.3961,-2864894.7384,-11.7688,0.9636,0.0060
SB09-05,59,469633.2771,7028626.3320,342.3861,-26.863681119,116.694300950,325.5740,-2557924.4820,5087127.2318,-2864896.3710,-8.6058,-0.8688,0.0015
SB09-06,80,469631.3264,7028624.9646,342.3841,-26.863693422,116.694281279,325.5719,-2557922.4579,5087127.5581,-2864897.5862,-10.5607,-2.2321,-0.0005
SB09-07,67,469632.5113,7028623.5770,342.3826,-26.863705975,116.694293174,325.5704,-2557923.2310,5087126.4643,-2864898.8264,-9.3787,-3.6231,-0.0021
SB09-08,46,469633.9873,7028624.6616,342.3815,-26.863696216,116.694308059,325.5693,-2557924.7718,5087126.2354,-2864897.8612,-7.8993,-2.5417,-0.0031
SB09-09,25,469635.5117,7028626.4508,342.3719,-26.863680094,116.694323448,325.5597,-2557926.4969,5087126.2619,-2864896.2633,-6.3700,-0.7553,-0.0127
SB09-10,12,469638.3166,7028626.3865,342.3873,-26.863680736,116.694351683,325.5752,-2557928.9955,5087124.9850,-2864896.3337,-3.5640,-0.8264,0.0027
SB09-11,17,469637.0514,7028628.2412,342.3394,-26.863663963,116.694338992,325.5273,-2557928.2268,5087126.2638,-2864894.6541,-4.8253,1.0322,-0.0451
SB10-01,161,469627.6409,7028630.6388,342.4037,-26.863642112,116.694244315,325.5917,-2557920.3380,5087131.5193,-2864892.5231,-14.2342,3.4535,0.0192
SB10-02,195,469626.2375,7028632.0645,342.3506,-26.863629208,116.694230222,325.5386,-2557919.3557,5087132.6833,-2864891.2236,-15.6347,4.8832,-0.0339
SB10-03,250,469623.0159,7028631.7769,342.3816,-26.863631735,116.694197784,325.5695,-2557916.4312,5087134.0432,-2864891.4874,-18.8584,4.6032,-0.0030
SB10-04,216,469624.9891,7028629.9983,342.3876,-26.863647836,116.694217605,325.5755,-2557917.8312,5087132.4428,-2864893.0817,-16.8886,2.8191,0.0030
SB10-05,237,469622.7263,7028627.1789,342.3936,-26.863673242,116.694194757,325.5814,-2557915.2336,5087132.3310,-2864895.5958,-19.1592,0.0039,0.0089
SB10-06,182,469626.3672,7028628.7556,342.4017,-26.863659087,116.694231448,325.5896,-2557918.8129,5087131.3327,-2864894.2002,-15.5129,1.5725,0.0171
SB10-07,252,469624.7557,7028626.6677,342.3949,-26.863677902,116.694215174,325.5828,-2557916.9421,5087131.2122,-2864896.0570,-17.1302,-0.5124,0.0103
SB10-08,148,469627.1893,7028627.1678,342.3349,-26.863673440,116.694239685,325.5228,-2557919.1946,5087130.2697,-2864895.5888,-14.6943,-0.0179,-0.0497
SB10-09,114,469629.6136,7028625.5658,342.3948,-26.863687956,116.694264052,325.5827,-2557921.0556,5087128.5802,-2864897.0508,-12.2727,-1.6264,0.0102
SB10-10,127,469628.5499,7028629.0596,342.3937,-26.863656389,116.694253428,325.5816,-2557920.8220,5087130.4658,-2864893.9299,-13.3285,1.8714,0.0091
SB10-11,106,469630.0802,7028629.9369,342.3830,-26.863648502,116.694268854,325.5709,-2557922.3647,5087130.1214,-2864893.1454,-11.7955,2.7454,-0.0016
SB11-01,135,469628.1907,7028623.6107,342.3923,-26.863705578,116.694249680,325.5801,-2557919.3822,5087128.4315,-2864898.7915,-13.7010,-3.5790,0.0076
SB11-02,169,469626.8693,7028624.9008,342.3905,-26.863693901,116.694236409,325.5784,-2557918.4658,5087129.5449,-2864897.6365,-15.0198,-2.2852,0.0059
SB11-03,190,469626.3151,7028622.1656,342.3854,-26.863718584,116.694230763,325.5732,-2557917.4073,5087128.6887,-2864900.0740,-15.5810,-5.0202,0.0007
SB11-04,224,469623.8594,7028622.7469,342.3801,-26.863713282,116.694206057,325.5679,-2557915.3308,5087130.0247,-2864899.5475,-18.0363,-4.4327,-0.0046
SB11-05,245,469624.3866,7028620.9620,342.4045,-26.863729408,116.694211320,325.5923,-2557915.4452,5087129.0877,-2864901.1526,-17.5132,-6.2196,0.0198
SB11-06,211,469626.3517,7028619.0612,342.3863,-26.863746613,116.694231057,325.5740,-2557916.8032,5087127.4224,-2864902.8451,-15.5518,-8.1261,0.0015
SB11-07,232,469626.1060,7028616.9874,342.3771,-26.863765331,116.694228532,325.5649,-2557916.1544,5087126.6905,-2864904.6912,-15.8026,-10.2001,-0.0076
SB11-08,156,469628.1455,7028621.8353,342.3794,-26.863721606,116.694249182,325.5672,-2557918.9722,5087127.7265,-2864900.3700,-13.7505,-5.3551,-0.0053
SB11-09,122,469630.2325,7028621.4753,342.4117,-26.863724902,116.694270182,325.5995,-2557920.7756,5087126.6672,-2864900.7104,-11.6635,-5.7202,0.0270
SB11-10,101,469630.7454,7028623.2176,342.3822,-26.863709183,116.694275389,325.5701,-2557921.5796,5087127.1145,-2864899.1433,-11.1461,-3.9785,-0.0024
SB12-01,130,469633.4438,7028617.7373,342.3809,-26.863758720,116.694302419,325.5686,-2557922.8648,5087123.6906,-2864904.0394,-8.4598,-9.4676,-0.0039
SB12-02,109,469631.6050,7028619.2968,342.3999,-26.863744600,116.694283947,325.5877,-2557921.5499,5087125.1621,-2864902.6522,-10.2956,-7.9030,0.0152
SB12-03,143,469629.7389,7028619.6582,342.3521,-26.863741296,116.694265170,325.5399,-2557919.9379,5087126.1101,-2864902.3041,-12.1617,-7.5369,-0.0326
SB12-04,164,469631.0060,7028617.5150,342.3891,-26.863760674,116.694277873,325.5769,-2557920.6448,5087124.7056,-2864904.2363,-10.8992,-9.6841,0.0044
SB12-05,177,469628.0534,7028619.3789,342.4053,-26.863743782,116.694248195,325.5931,-2557918.3961,5087126.7992,-2864902.5738,-13.8486,-7.8123,0.0206
SB12-06,198,469628.0069,7028616.6717,342.3798,-26.863768223,116.694247662,325.5676,-2557917.7888,5087125.7093,-2864904.9783,-13.9016,-10.5206,-0.0049
SB12-07,219,469629.2239,7028615.3423,342.3834,-26.863780252,116.694259880,325.5711,-2557918.6046,5087124.6285,-2864906.1689,-12.6873,-11.8535,-0.0014
SB12-08,253,469626.5774,7028615.3245,342.3825,-26.863780356,116.694233238,325.5702,-2557916.2364,5087125.8126,-2864906.1788,-15.3350,-11.8649,-0.0023
SB12-09,240,469630.2177,7028612.5019,342.4441,-26.863805919,116.694269815,325.6317,-2557918.9336,5087123.0851,-2864908.7335,-11.7000,-14.6976,0.0592
SB12-10,185,469631.0087,7028614.5115,342.3955,-26.863787792,116.694277828,325.5833,-2557920.0333,5087123.4996,-2864906.9197,-10.9037,-12.6889,0.0108
SB12-11,96,469635.1324,7028618.2434,342.3713,-26.863754188,116.694319431,325.5590,-2557924.4733,5087123.1262,-2864903.5871,-6.7692,-8.9654,-0.0135
SB13-01,104,469638.7325,7028615.6430,342.3856,-26.863777744,116.694355609,325.5733,-2557927.1614,5087120.4687,-2864905.9220,-3.1738,-11.5756,0.0009
SB13-02,138,469635.9076,7028614.8449,342.4493,-26.863784888,116.694327152,325.6370,-2557924.4996,5087121.4703,-2864906.6570,-6.0019,-12.3672,0.0645
SB13-03,151,469633.5680,7028615.0141,342.4231,-26.863783310,116.694303604,325.6109,-2557922.4337,5087122.5714,-2864906.4892,-8.3421,-12.1924,0.0384
SB13-04,172,469634.6725,7028613.6087,342.3694,-26.863796023,116.694314688,325.5571,-2557923.1104,5087121.4650,-2864907.7215,-7.2405,-13.6010,-0.0154
SB13-05,206,469632.3105,7028613.2694,342.3758,-26.863799035,116.694290902,325.5635,-2557920.9334,5087122.3973,-2864908.0222,-9.6044,-13.9348,-0.0090
SB13-06,227,469634.8675,7028611.4548,342.3450,-26.863815474,116.694316599,325.5326,-2557922.8328,5087120.4900,-2864909.6332,-7.0506,-15.7563,-0.0399
SB13-07,193,469636.6768,7028611.7854,342.3781,-26.863812529,116.694334821,325.5657,-2557924.5302,5087119.8347,-2864909.3570,-5.2397,-15.4300,-0.0068
SB13-08,248,469636.6081,7028608.4909,342.3459,-26.863842272,116.694334050,325.5335,-2557923.7798,5087118.5129,-2864912.2826,-5.3164,-18.7258,-0.0390
SB13-09,214,469638.3206,7028610.3849,342.3698,-26.863825209,116.694351335,325.5575,-2557925.7079,5087118.5236,-2864910.6067,-3.5986,-16.8350,-0.0150
SB13-10,159,469638.3531,7028612.5911,342.3487,-26.863805290,116.694351715,325.5364,-2557926.1812,5087119.3808,-2864908.6282,-3.5608,-14.6279,-0.0361
SB13-11,125,469639.4353,7028614.0555,342.3417,-26.863792093,116.694362645,325.5294,-2557927.4457,5087119.4777,-2864907.3205,-2.4746,-13.1655,-0.0431
SB14-01,133,469644.2430,7028613.8323,342.3788,-26.863794213,116.694411039,325.5665,-2557931.7096,5087117.2520,-2864907.5468,2.3347,-13.4004,-0.0060
SB14-02,167,469643.3014,7028611.0602,342.3820,-26.863819221,116.694401493,325.5697,-2557930.3008,5087116.5620,-2864910.0203,1.3860,-16.1715,-0.0028
SB14-03,112,469642.5807,7028614.4802,342.3631,-26.863788327,116.694394320,325.5508,-2557930.3513,5087118.2492,-2864906.9579,0.6733,-12.7482,-0.0217
SB14-04,146,469641.0427,7028613.3343,342.3776,-26.863798639,116.694378810,325.5653,-2557928.7480,5087118.4918,-2864907.9839,-0.8682,-13.8909,-0.0072
SB14-05,180,469639.8263,7028611.4334,342.3860,-26.863815775,116.694366519,325.5736,-2557927.2746,5087118.2806,-2864909.6815,-2.0897,-15.7897,0.0011
SB14-06,201,469641.5583,7028611.3580,342.3566,-26.863816493,116.694383952,325.5443,-2557928.7946,5087117.4468,-2864909.7392,-0.3571,-15.8693,-0.0282
SB14-07,235,469639.7871,7028609.3112,342.3426,-26.863834935,116.694366073,325.5302,-2557926.7867,5087117.4089,-2864911.5557,-2.1340,-17.9127,-0.0423
SB14-08,256,469643.3757,7028608.2621,342.3485,-26.863844485,116.694402173,325.5361,-2557929.7794,5087115.3747,-2864912.5024,1.4536,-18.9709,-0.0364
SB14-09,222,469644.5591,7028609.6177,342.3937,-26.863832271,116.694414119,325.5813,-2557931.1329,5087115.4238,-2864911.3156,2.6408,-17.6176,0.0088
SB14-10,243,469646.3331,7028609.4439,342.4107,-26.863833879,116.694431973,325.5983,-2557932.6888,5087114.5683,-2864911.4822,4.4152,-17.7957,0.0258
SB14-11,188,469645.8049,7028611.3233,342.4108,-26.863816899,116.694426701,325.5985,-2557932.6028,5087115.5634,-2864909.8038,3.8913,-15.9142,0.0260
SB15-01,20,469637.4955,7028624.0471,342.3891,-26.863701840,116.694343360,325.5769,-2557927.7826,5087124.4139,-2864898.4206,-4.3911,-3.1649,0.0044
SB15-02,41,469636.4678,7028621.2056,342.3351,-26.863727473,116.694332946,325.5229,-2557926.2597,5087123.6891,-2864900.9299,-5.4261,-6.0051,-0.0496
SB15-03,33,469635.7163,7028624.1645,342.3833,-26.863700741,116.694325452,325.5711,-2557926.2149,5087125.2579,-2864898.3093,-6.1708,-3.0431,-0.0014
SB15-04,54,469635.1204,7028622.2441,342.3784,-26.863718067,116.694319407,325.5662,-2557925.2865,5087124.7489,-2864900.0197,-6.7716,-4.9629,-0.0063
SB15-05,88,469632.2470,7028621.7473,342.4121,-26.863722489,116.694290469,325.5999,-2557922.6312,5087125.8698,-2864900.4721,-9.6474,-5.4529,0.0274
SB15-06,75,469633.4363,7028619.9575,342.3898,-26.863738675,116.694302398,325.5776,-2557923.3174,5087124.5954,-2864902.0620,-8.4619,-7.2464,0.0051
SB15-07,117,469635.2275,7028616.4872,342.4004,-26.863770046,116.694320346,325.5882,-2557924.2095,5087122.3992,-2864905.1677,-6.6783,-10.7226,0.0157
SB15-08,83,469638.0611,7028617.4285,342.4348,-26.863761609,116.694348894,325.6226,-2557926.9477,5087121.5296,-2864904.3493,-3.8412,-9.7877,0.0501
SB15-09,62,469636.8467,7028618.7009,342.3848,-26.863750094,116.694336700,325.5725,-2557926.1040,5087122.5492,-2864903.1885,-5.0530,-8.5118,0.0001
SB15-10,28,469638.6069,7028622.1862,342.3688,-26.863718666,116.694354504,325.5566,-2557928.3853,5087123.1475,-2864900.0746,-3.2837,-5.0293,-0.0159
SB16-01,44,469643.1010,7028619.7611,342.3656,-26.863740658,116.694399686,325.5534,-2557931.9010,5087120.1440,-2864902.2471,1.2065,-7.4662,-0.0191
SB16-02,23,469641.8141,7028621.8034,342.3836,-26.863722192,116.694386780,325.5714,-2557931.1777,5087121.5606,-2864900.4298,-0.0761,-5.4200,-0.0011
SB16-03,36,469640.4352,7028620.6904,342.3847,-26.863732210,116.694372872,325.5725,-2557929.7180,5087121.7342,-2864901.4206,-1.4582,-6.5301,0.0000
SB16-04,57,469641.7739,7028618.5501,342.3939,-26.863751564,116.694386297,325.5817,-2557930.4783,5087120.2765,-2864903.3379,-0.1241,-8.6746,0.0092
