#S8-4
#Lat: -26.855578807
#Lon: 116.730120019
#HAE: 330.2676
#Datum: WGS84
#Epoch: 2024.2
#SB-Antenna,EEP,Easting,Northing,AHD,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z,E,N,U
SB03-09,103,473177.3389,7029530.3490,347.0327,-26.855591688,116.729997925,330.2312,-2561277.4420,5085897.9980,-2864098.8128,-12.1345,-1.4273,-0.0364
SB03-10,116,473177.1475,7029532.9832,347.0375,-26.855567901,116.729996055,330.2360,-2561277.8134,5085899.1489,-2864096.4634,-12.3204,1.2085,-0.0317
SB03-11,150,473175.3671,7029534.8639,347.0254,-26.855550886,116.729978173,330.2239,-2561276.6044,5085900.6993,-2864094.7760,-14.0976,3.0939,-0.0437
SB04-01,74,473179.5524,7029535.5677,347.0252,-26.855544612,116.730020319,330.2237,-2561280.4867,5085899.0956,-2864094.1557,-9.9089,3.7890,-0.0439
SB04-02,95,473177.9416,7029534.6700,347.0353,-26.855552686,116.730004084,330.2339,-2561278.8679,5085899.4684,-2864094.9584,-11.5224,2.8944,-0.0338
SB04-03,82,473178.6287,7029531.7453,347.0385,-26.855579106,116.730010938,330.2370,-2561278.8828,5085897.9834,-2864097.5716,-10.8411,-0.0331,-0.0306
SB04-04,61,473180.2297,7029532.6765,347.0333,-26.855570729,116.730027074,330.2318,-2561280.5016,5085897.6325,-2864096.7411,-9.2374,0.8952,-0.0358
SB04-05,48,473181.8512,7029531.9155,347.0130,-26.855577631,116.730043380,330.2115,-2561281.7855,5085896.5788,-2864097.4142,-7.6169,0.1304,-0.0561
SB04-06,27,473183.7607,7029531.7739,347.0162,-26.855578946,116.730062599,330.2147,-2561283.4631,5085895.6634,-2864097.5457,-5.7068,-0.0153,-0.0529
SB04-07,40,473181.5302,7029534.2536,347.0216,-26.855556515,116.730040199,330.2201,-2561281.9820,5085897.6719,-2864095.3307,-7.9330,2.4702,-0.0475
SB04-08,19,473184.4365,7029533.8448,347.0286,-26.855560262,116.730069445,330.2271,-2561284.4964,5085896.2025,-2864095.7042,-5.0263,2.0550,-0.0405
SB04-09,53,473181.7725,7029536.0935,347.0244,-26.855539908,116.730042678,330.2229,-2561282.5770,5085898.3058,-2864093.6902,-7.6867,4.3104,-0.0447
SB04-10,66,473182.2214,7029537.8781,347.0041,-26.855523804,116.730047235,330.2027,-2561283.3359,5085898.8059,-2864092.0891,-7.2338,6.0948,-0.0649
SB04-11,87,473179.9012,7029537.4133,347.0308,-26.855527956,116.730023870,330.2294,-2561281.1792,5085899.6860,-2864092.5116,-9.5560,5.6347,-0.0382
SB05-01,79,473182.9655,7029540.5641,347.0529,-26.855499567,116.730054782,330.2515,-2561284.5712,5085899.5909,-2864089.7152,-6.4837,8.7804,-0.0161
SB05-02,45,473184.0579,7029537.8592,347.0435,-26.855524010,116.730065720,330.2421,-2561284.9880,5085898.0017,-2864092.1273,-5.3966,6.0720,-0.0255
SB05-03,32,473183.9361,7029535.9034,347.0134,-26.855541665,116.730064453,330.2120,-2561284.4659,5085897.2450,-2864093.8590,-5.5225,4.1156,-0.0556
SB05-04,24,473185.5652,7029536.6965,347.0521,-26.855534536,116.730080868,330.2507,-2561286.0991,5085896.8608,-2864093.1718,-3.8910,4.9055,-0.0169
SB05-05,16,473188.1799,7029535.7886,347.0725,-26.855542783,116.730107169,330.2710,-2561288.2561,5085895.3326,-2864093.9962,-1.2772,3.9917,0.0034
SB05-06,29,473188.8913,7029537.4933,347.0438,-26.855527406,116.730114366,330.2424,-2561289.2298,5085895.6755,-2864092.4632,-0.5618,5.6956,-0.0252
SB05-07,37,473186.4351,7029538.6454,347.0743,-26.855516957,116.730089667,330.2729,-2561287.2848,5085897.2711,-2864091.4439,-3.0166,6.8535,0.0053
SB05-08,58,473184.9510,7029539.6628,347.0628,-26.855507743,116.730074749,330.2614,-2561286.1635,5085898.3407,-2864090.5279,-4.4992,7.8745,-0.0063
SB05-09,71,473186.9981,7029541.9778,347.0503,-26.855486880,116.730095406,330.2489,-2561288.4617,5085898.3401,-2864088.4598,-2.4462,10.1862,-0.0187
SB05-10,92,473185.2695,7029541.4898,347.0600,-26.855491254,116.730077995,330.2586,-2561286.8217,5085898.9306,-2864088.8966,-4.1767,9.7016,-0.0090
SB06-01,213,473172.3633,7029527.6613,347.0229,-26.855615858,116.729947783,330.2213,-2561272.4429,5085899.1510,-2864101.1977,-17.1180,-4.1055,-0.0463
SB06-02,247,473170.6247,7029529.1584,347.0400,-26.855602308,116.729930313,330.2385,-2561271.2042,5085900.5515,-2864099.8659,-18.8542,-2.6040,-0.0291
SB06-03,234,473172.6390,7029525.3072,347.0281,-26.855637118,116.729950507,330.2265,-2561272.2082,5085898.0829,-2864103.3016,-16.8472,-6.4612,-0.0412
SB06-04,255,473172.8835,7029522.4658,347.0165,-26.855662777,116.729952907,330.2148,-2561271.8388,5085896.8192,-2864105.8330,-16.6087,-9.3045,-0.0528
SB06-05,221,473174.5836,7029522.2003,347.0193,-26.855665207,116.729970015,330.2177,-2561273.3038,5085895.9480,-2864106.0744,-14.9084,-9.5737,-0.0500
SB06-06,200,473174.3497,7029525.6129,347.0229,-26.855634391,116.729967734,330.2213,-2561273.7967,5085897.4306,-2864103.0298,-15.1351,-6.1591,-0.0463
SB06-07,166,473175.5302,7029524.0867,347.0152,-26.855648194,116.729979585,330.2136,-2561274.5347,5085896.2777,-2864104.3908,-13.9573,-7.6885,-0.0540
SB06-08,132,473178.3639,7029524.5617,347.0179,-26.855643959,116.730008119,330.2163,-2561277.1640,5085895.1935,-2864103.9734,-11.1214,-7.2193,-0.0513
SB06-09,111,473178.6426,7029526.3336,347.0254,-26.855627966,116.730010962,330.2238,-2561277.7795,5085895.7875,-2864102.3958,-10.8388,-5.4471,-0.0438
SB06-10,145,473176.1774,7029525.8245,346.9956,-26.855632516,116.729986136,330.1940,-2561275.4614,5085896.6701,-2864102.8321,-13.3061,-5.9513,-0.0736
SB06-11,179,473174.1608,7029527.6217,347.0139,-26.855616251,116.729965876,330.2124,-2561274.0365,5085898.3175,-2864101.2324,-15.3198,-4.1490,-0.0553
SB07-01,69,473180.1555,7029529.5864,347.0539,-26.855598627,116.730026261,330.2523,-2561279.8095,5085896.4379,-2864099.5083,-9.3182,-2.1961,-0.0153
SB07-02,90,473179.0823,7029528.1102,347.0170,-26.855611934,116.730015427,330.2155,-2561278.5334,5085896.2979,-2864100.8071,-10.3950,-3.6707,-0.0522
SB07-03,56,473181.9836,7029528.3345,347.0127,-26.855609965,116.730044636,330.2112,-2561281.1688,5085895.0768,-2864100.6105,-7.4920,-3.4525,-0.0564
SB07-04,77,473180.8101,7029525.8137,347.0086,-26.855632702,116.730032770,330.2070,-2561279.6019,5085894.5875,-2864102.8563,-8.6714,-5.9719,-0.0606
SB07-05,64,473183.0554,7029524.4250,347.0162,-26.855645283,116.730055342,330.2146,-2561281.3253,5085893.0220,-2864104.1035,-6.4280,-7.3660,-0.0531
SB07-06,43,473183.6866,7029526.8155,347.0303,-26.855623713,116.730061746,330.2287,-2561282.3851,5085893.7113,-2864101.9775,-5.7915,-4.9758,-0.0389
SB07-07,30,473185.4296,7029526.5308,347.0340,-26.855626317,116.730079286,330.2324,-2561283.8849,5085892.8138,-2864102.2366,-4.0483,-5.2644,-0.0352
SB07-08,9,473187.0848,7029529.3630,347.0557,-26.855600777,116.730096008,330.2541,-2561285.9530,5085893.2253,-2864099.7216,-2.3863,-2.4344,-0.0135
SB07-09,22,473184.0567,7029528.8467,347.0315,-26.855605381,116.730065516,330.2300,-2561283.1330,5085894.3634,-2864100.1658,-5.4169,-2.9445,-0.0376
SB07-10,14,473184.9866,7029530.5563,347.0225,-26.855589963,116.730074912,330.2209,-2561284.3105,5085894.6254,-2864098.6376,-4.4830,-1.2361,-0.0467
SB07-11,35,473182.1188,7029530.1805,347.0211,-26.855593301,116.730046036,330.2196,-2561281.6717,5085895.7659,-2864098.9670,-7.3529,-1.6060,-0.0480
SB08-01,153,473178.5693,7029522.4022,347.0044,-26.855663460,116.730010140,330.2027,-2561276.8989,5085894.2205,-2864105.8950,-10.9205,-9.3801,-0.0649
SB08-02,187,473176.5114,7029521.7837,347.0111,-26.855669006,116.729989412,330.2095,-2561274.9368,5085894.9046,-2864106.4463,-12.9806,-9.9946,-0.0581
SB08-03,242,473176.2430,7029520.1016,347.0234,-26.855684187,116.729986674,330.2218,-2561274.3569,5085894.3581,-2864107.9526,-13.2527,-11.6768,-0.0459
SB08-04,208,473177.6495,7029518.9892,347.0166,-26.855694257,116.730000809,330.2149,-2561275.3821,5085893.2705,-2864108.9450,-11.8479,-12.7927,-0.0527
SB08-05,229,473178.2613,7029517.1553,347.0236,-26.855710827,116.730006928,330.2219,-2561275.5550,5085892.2618,-2864110.5862,-11.2397,-14.6287,-0.0457
SB08-06,174,473179.8708,7029520.0375,347.0086,-26.855684836,116.730023191,330.2070,-2561277.5779,5085892.6848,-2864108.0101,-9.6234,-11.7487,-0.0606
SB08-07,140,473181.4761,7029520.8715,347.0072,-26.855677337,116.730039368,330.2056,-2561279.1820,5085892.2959,-2864107.2681,-8.0157,-10.9177,-0.0620
SB08-08,85,473182.2236,7029522.7191,347.0249,-26.855660670,116.730046932,330.2233,-2561280.2358,5085892.7170,-2864105.6284,-7.2639,-9.0709,-0.0444
SB08-09,119,473180.4146,7029522.3958,347.0057,-26.855663554,116.730028715,330.2041,-2561278.5462,5085893.3871,-2864105.9049,-9.0744,-9.3905,-0.0635
SB08-10,98,473181.0745,7029524.0790,347.0136,-26.855648370,116.730035394,330.2120,-2561279.4840,5085893.7736,-2864104.4074,-8.4106,-7.7080,-0.0557
SB09-01,38,473186.6507,7029524.8558,347.0166,-26.855641463,116.730091541,330.2150,-2561284.6247,5085891.5749,-2864103.7260,-2.8303,-6.9426,-0.0526
SB09-02,51,473184.7615,7029524.8444,347.0327,-26.855641529,116.730072524,330.2311,-2561282.9416,5085892.4348,-2864103.7398,-4.7203,-6.9500,-0.0365
SB09-03,72,473184.3111,7029523.0581,347.0203,-26.855657649,116.730067952,330.2187,-2561282.1679,5085891.9087,-2864105.3277,-5.1747,-8.7362,-0.0489
SB09-04,93,473185.1286,7029520.8275,347.0253,-26.855677804,116.730076134,330.2237,-2561282.4423,5085890.6459,-2864107.3225,-4.3616,-10.9695,-0.0439
SB09-05,59,473187.7718,7029523.3053,347.0496,-26.855655484,116.730102794,330.2480,-2561285.3211,5085890.4713,-2864105.1270,-1.7120,-8.4963,-0.0196
SB09-06,80,473188.5407,7029521.0485,347.0502,-26.855675874,116.730110485,330.2486,-2561285.5450,5085889.2163,-2864107.1430,-0.9475,-10.7557,-0.0191
SB09-07,67,473190.1796,7029521.8315,347.0724,-26.855668836,116.730127000,330.2708,-2561287.1783,5085888.8105,-2864106.4572,0.6938,-9.9758,0.0032
SB09-08,46,473189.6041,7029523.5032,347.0648,-26.855653732,116.730121242,330.2632,-2561287.0043,5085889.7370,-2864104.9607,0.1216,-8.3022,-0.0044
SB09-09,25,473188.3335,7029525.5355,347.0650,-26.855635359,116.730108496,330.2634,-2561286.2866,5085891.1284,-2864103.1445,-1.1452,-6.2663,-0.0042
SB09-10,12,473189.2296,7029528.1520,347.0825,-26.855611752,116.730117572,330.2810,-2561287.6307,5085891.7921,-2864100.8187,-0.2432,-3.6505,0.0134
SB09-11,17,473187.0874,7029527.4923,347.0519,-26.855617667,116.730095994,330.2503,-2561285.5699,5085892.4678,-2864101.3896,-2.3877,-4.3059,-0.0173
SB10-01,161,473181.9976,7029519.1748,347.0167,-26.855692666,116.730044581,330.2150,-2561279.3034,5085891.3850,-2864108.7877,-7.4975,-12.6163,-0.0526
SB10-02,195,473180.2758,7029518.2721,347.0012,-26.855700782,116.730027230,330.1995,-2561277.5743,5085891.7854,-2864109.5831,-9.2220,-13.5157,-0.0681
SB10-03,250,473179.5973,7029515.1022,347.0189,-26.855729389,116.730020332,330.2172,-2561276.3250,5085890.8289,-2864112.4190,-9.9075,-16.6855,-0.0505
SB10-04,216,473181.8839,7029516.4668,346.9894,-26.855717113,116.730043379,330.1877,-2561278.6353,5085890.3241,-2864111.1922,-7.6170,-15.3252,-0.0799
SB10-05,237,473183.9590,7029513.4993,347.0034,-26.855743945,116.730064203,330.2017,-2561279.8853,5085888.2047,-2864113.8510,-5.5473,-18.2984,-0.0659
SB10-06,182,473183.4688,7029517.4078,347.0221,-26.855708647,116.730059352,330.2205,-2561280.2570,5085890.0145,-2864110.3700,-6.0294,-14.3871,-0.0472
SB10-07,252,473185.0288,7029515.2973,347.0283,-26.855727733,116.730075011,330.2266,-2561281.2197,5085888.4662,-2864112.2596,-4.4732,-16.5020,-0.0410
SB10-08,148,473185.2490,7029517.7128,347.0229,-26.855705928,116.730077278,330.2212,-2561281.9097,5085889.3354,-2864110.1015,-4.2478,-14.0858,-0.0464
SB10-09,114,473187.4590,7029519.5931,347.0169,-26.855688994,116.730099565,330.2152,-2561284.2669,5085889.0913,-2864108.4248,-2.0328,-12.2095,-0.0524
SB10-10,127,473183.8177,7029519.6011,347.0124,-26.855688852,116.730062912,330.2107,-2561281.0148,5085890.7326,-2864108.4087,-5.6757,-12.1937,-0.0569
SB10-11,106,473183.3967,7029521.3107,347.0155,-26.855673408,116.730058710,330.2139,-2561280.9908,5085891.6135,-2864106.8834,-6.0933,-10.4824,-0.0538
SB11-01,135,473188.9485,7029517.6140,347.0236,-26.855706891,116.730114516,330.2219,-2561285.1938,5085887.6282,-2864110.1971,-0.5469,-14.1926,-0.0457
SB11-02,169,473187.3438,7029516.7929,347.0168,-26.855714273,116.730098345,330.2151,-2561283.5894,5085888.0157,-2864110.9238,-2.1541,-15.0106,-0.0525
SB11-03,190,473189.7664,7029515.3928,347.0530,-26.855726961,116.730122702,330.2513,-2561285.4803,5085886.3884,-2864112.1944,0.2667,-16.4164,-0.0164
SB11-04,224,473188.4644,7029513.1985,347.0518,-26.855746748,116.730109549,330.2501,-2561283.8668,5085886.0908,-2864114.1499,-1.0406,-18.6090,-0.0176
SB11-05,245,473190.2889,7029513.2843,347.0593,-26.855746008,116.730127917,330.2575,-2561285.5169,5085885.3087,-2864114.0801,0.7850,-18.5270,-0.0101
SB11-06,211,473192.7284,7029514.5625,347.0901,-26.855734515,116.730152500,330.2884,-2561287.9702,5085884.7482,-2864112.9579,3.2282,-17.2535,0.0208
SB11-07,232,473194.5652,7029513.7358,347.1094,-26.855742014,116.730170972,330.3076,-2561289.4487,5085883.6026,-2864113.7079,5.0640,-18.0844,0.0400
SB11-08,156,473190.6031,7029517.0992,347.0306,-26.855711571,116.730131161,330.2289,-2561286.5687,5085886.6805,-2864110.6629,1.1074,-14.7111,-0.0388
SB11-09,122,473191.5353,7029518.9325,347.0620,-26.855695036,116.730140584,330.2603,-2561287.7900,5085887.0235,-2864109.0425,2.0439,-12.8790,-0.0073
SB11-10,101,473190.0176,7029519.9270,347.0404,-26.855686029,116.730125328,330.2388,-2561286.6300,5085888.0910,-2864108.1423,0.5276,-11.8809,-0.0289
SB12-01,130,473196.0817,7029520.9471,347.1141,-26.855676934,116.730186392,330.3125,-2561292.2847,5085885.8266,-2864107.2766,6.5966,-10.8732,0.0448
SB12-02,109,473193.9990,7029519.6592,347.0884,-26.855688522,116.730165399,330.2867,-2561290.1500,5085886.2265,-2864108.4105,4.5102,-12.1572,0.0191
SB12-03,143,473193.1818,7029518.0105,347.0906,-26.855703393,116.730157138,330.2889,-2561289.0828,5085885.9327,-2864109.8815,3.6891,-13.8049,0.0213
SB12-04,164,473195.5551,7029518.6233,347.0962,-26.855697905,116.730181042,330.2945,-2561291.3304,5085885.1139,-2864109.3416,6.0648,-13.1969,0.0268
SB12-05,177,473192.9294,7029516.2843,347.0962,-26.855718973,116.730154561,330.2945,-2561288.5055,5085885.3558,-2864111.4243,3.4330,-15.5313,0.0269
SB12-06,198,473195.4961,7029515.4553,347.0871,-26.855726507,116.730180380,330.2854,-2561290.6240,5085883.8575,-2864112.1650,5.9991,-16.3662,0.0178
SB12-07,219,473197.1275,7029516.2257,347.0820,-26.855719582,116.730196818,330.2803,-2561292.2370,5085883.4283,-2864111.4781,7.6327,-15.5988,0.0127
SB12-08,253,473196.3872,7029513.7229,347.0968,-26.855742165,116.730189313,330.2951,-2561291.0683,5085882.7659,-2864113.7172,6.8869,-18.1012,0.0274
SB12-09,240,473200.1540,7029516.3431,347.1148,-26.855718581,116.730227286,330.3131,-2561294.9772,5085882.1372,-2864111.3939,10.6608,-15.4879,0.0455
SB12-10,185,473198.4853,7029517.7064,347.0889,-26.855706240,116.730210517,330.2872,-2561293.7562,5085883.4178,-2864110.1623,8.9943,-14.1204,0.0196
SB12-11,96,473195.9971,7029522.6669,347.0919,-26.855661405,116.730185577,330.2903,-2561292.5531,5085886.5396,-2864105.7314,6.5156,-9.1524,0.0226
SB13-01,104,473199.6025,7029525.4566,347.1331,-26.855636287,116.730221929,330.3315,-2561296.3620,5085886.0704,-2864103.2669,10.1285,-6.3691,0.0639
SB13-02,138,473199.5488,7029522.4488,347.1371,-26.855663443,116.730221324,330.3355,-2561295.6984,5085884.8865,-2864105.9533,10.0684,-9.3782,0.0678
SB13-03,151,473198.6624,7029520.3241,347.1121,-26.855682609,116.730212356,330.3104,-2561294.4608,5085884.4106,-2864107.8367,9.1771,-11.5019,0.0428
SB13-04,172,473200.3804,7029520.9167,347.1277,-26.855677291,116.730229663,330.3261,-2561296.1231,5085883.8872,-2864107.3181,10.8971,-10.9127,0.0585
SB13-05,206,473200.0274,7029518.5610,347.1223,-26.855698554,116.730226059,330.3206,-2561295.3222,5085883.0933,-2864109.4175,10.5390,-13.2687,0.0529
SB13-06,227,473202.4993,7029520.4827,347.1244,-26.855681251,116.730250982,330.3228,-2561297.9250,5085882.7545,-2864107.7080,13.0160,-11.3515,0.0551
SB13-07,193,473202.7248,7029522.2698,347.1141,-26.855665119,116.730253291,330.3125,-2561298.4890,5085883.3642,-2864106.1086,13.2454,-9.5640,0.0448
SB13-08,248,473205.8489,7029521.2481,347.1176,-26.855674404,116.730284717,330.3159,-2561301.0708,5085881.5471,-2864107.0281,16.3687,-10.5928,0.0483
SB13-09,214,473204.5218,7029523.4720,347.1435,-26.855654300,116.730271405,330.3419,-2561300.3524,5085883.0616,-2864105.0524,15.0458,-8.3651,0.0743
SB13-10,159,473202.3962,7029524.1449,347.1300,-26.855648184,116.730250023,330.3283,-2561298.5866,5085884.2801,-2864104.4416,12.9206,-7.6874,0.0607
SB13-11,125,473201.3461,7029525.6140,347.1295,-26.855634899,116.730239484,330.3279,-2561297.9500,5085885.3448,-2864103.1282,11.8732,-6.2154,0.0603
SB14-01,133,473202.9784,7029530.1595,347.1496,-26.855593891,116.730256012,330.3481,-2561300.3485,5085886.4554,-2864099.0834,13.5159,-1.6714,0.0805
SB14-02,167,473205.3736,7029528.4695,347.1422,-26.855609196,116.730280087,330.3406,-2561302.1380,5085884.6890,-2864100.5929,15.9086,-3.3673,0.0730
SB14-03,112,473201.8474,7029528.7547,347.1399,-26.855606553,116.730244598,330.3384,-2561299.0464,5085886.3919,-2864100.3306,12.3815,-3.0744,0.0708
SB14-04,146,473202.4971,7029526.9445,347.1443,-26.855622909,116.730251099,330.3428,-2561299.2570,5085885.3734,-2864101.9496,13.0276,-4.8868,0.0751
SB14-05,180,473203.9557,7029525.2286,347.1360,-26.855638430,116.730265744,330.3344,-2561300.2041,5085884.0182,-2864103.4801,14.4831,-6.6066,0.0667
SB14-06,201,473204.5683,7029526.8221,347.1187,-26.855624054,116.730271945,330.3171,-2561301.0713,5085884.3700,-2864102.0512,15.0994,-5.0137,0.0495
SB14-07,235,473205.9726,7029524.5568,347.1536,-26.855644534,116.730286033,330.3520,-2561301.8747,5085882.8524,-2864104.0915,16.4996,-7.2830,0.0844
SB14-08,256,473208.0946,7029527.6718,347.1003,-26.855616450,116.730307460,330.2987,-2561304.3876,5085883.1076,-2864101.2911,18.6291,-4.1711,0.0311
SB14-09,222,473207.0764,7029529.2325,347.0876,-26.855602339,116.730297244,330.2861,-2561303.7934,5085884.1851,-2864099.8905,17.6138,-2.6075,0.0185
SB14-10,243,473207.7562,7029530.9053,347.0921,-26.855587249,116.730304123,330.2905,-2561304.7455,5085884.5558,-2864098.4007,18.2974,-0.9354,0.0229
SB14-11,188,473205.8140,7029530.9261,347.1091,-26.855587025,116.730284572,330.3075,-2561303.0220,5085885.4533,-2864098.3862,16.3544,-0.9105,0.0399
SB15-01,20,473191.2407,7029526.6925,347.0914,-26.855624968,116.730137785,330.2898,-2561289.1310,5085890.3047,-2864102.1292,1.7657,-5.1149,0.0222
SB15-02,41,473193.6574,7029524.8701,347.0950,-26.855641469,116.730162073,330.2934,-2561290.9168,5085888.4841,-2864103.7620,4.1796,-6.9433,0.0258
SB15-03,33,473190.5619,7029525.0074,347.0567,-26.855640170,116.730130916,330.2551,-2561288.1650,5085889.9045,-2864103.6163,1.0830,-6.7994,-0.0125
SB15-04,54,473192.1807,7029523.8954,347.0926,-26.855650240,116.730147187,330.2910,-2561289.3970,5085888.7555,-2864104.6281,2.7001,-7.9153,0.0234
SB15-05,88,473191.8974,7029521.0117,347.0871,-26.855676271,116.730144273,330.2854,-2561288.5501,5085887.7176,-2864107.1988,2.4106,-10.7996,0.0178
SB15-06,75,473193.9381,7029521.6537,347.1050,-26.855670513,116.730164830,330.3033,-2561290.5116,5085887.0703,-2864106.6377,4.4536,-10.1617,0.0357
SB15-07,117,473197.7744,7029522.3324,347.1268,-26.855664460,116.730203461,330.3251,-2561294.0858,5085885.6314,-2864106.0492,8.2930,-9.4909,0.0575
SB15-08,83,473197.7499,7029525.2922,347.1378,-26.855637736,116.730203277,330.3362,-2561294.6756,5085886.8431,-2864103.4124,8.2748,-6.5297,0.0686
SB15-09,62,473196.1565,7029524.4620,347.1174,-26.855645201,116.730187220,330.3158,-2561293.0740,5085887.2110,-2864104.1411,6.6788,-7.3569,0.0482
SB15-10,28,473193.2965,7029527.1820,347.1059,-26.855620588,116.730158489,330.3043,-2561291.0732,5085889.5866,-2864101.7028,3.8234,-4.6296,0.0367
SB16-01,44,473196.9694,7029530.7932,347.1085,-26.855588054,116.730195539,330.3070,-2561295.0955,5085889.3869,-2864098.4877,7.5057,-1.0246,0.0394
SB16-02,23,473194.6127,7029530.1951,347.1339,-26.855593409,116.730171802,330.3324,-2561292.8782,5085890.2289,-2864099.0286,5.1466,-1.6180,0.0648
SB16-03,36,473195.3066,7029528.5267,347.1321,-26.855608486,116.730178752,330.3305,-2561293.1549,5085889.2427,-2864100.5182,5.8373,-3.2886,0.0629
