#S10-5
#Lat: -26.863191739
#Lon: 116.694000063
#HAE: 325.5160
#Datum: WGS84
#Epoch: 2024.2
#SB-Antenna,EEP,Easting,Northing,AHD,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z,E,N,U
SB02-04,218,469614.8669,7028667.4130,342.3496,-26.863309812,116.694116615,325.5380,-2557916.4527,5087152.0425,-2864859.6513,11.5829,-13.0833,0.0220
SB02-05,184,469614.7781,7028669.1578,342.3463,-26.863294057,116.694115763,325.5347,-2557916.7301,5087152.7827,-2864858.0924,11.4983,-11.3375,0.0187
SB02-06,163,469612.4378,7028668.1246,342.3411,-26.863303335,116.694092179,325.5295,-2557914.4253,5087153.4164,-2864859.0072,9.1544,-12.3656,0.0135
SB02-07,129,469611.9503,7028670.0530,342.3370,-26.863285913,116.694087318,325.5254,-2557914.3840,5087154.4095,-2864857.2832,8.6714,-10.4351,0.0094
SB02-08,108,469610.2728,7028669.3510,342.3556,-26.863292215,116.694070414,325.5441,-2557912.7488,5087154.8971,-2864857.9145,6.9915,-11.1334,0.0280
SB02-09,142,469609.5729,7028667.6250,342.3740,-26.863307783,116.694063327,325.5624,-2557911.7768,5087154.5317,-2864859.4617,6.2872,-12.8585,0.0464
SB02-10,176,469610.1972,7028665.4495,342.4005,-26.863327438,116.694069558,325.5889,-2557911.8986,5087153.3954,-2864861.4166,6.9064,-15.0364,0.0728
SB02-11,210,469608.5361,7028663.6489,342.4041,-26.863343659,116.694052792,325.5925,-2557910.0466,5087153.4212,-2864863.0216,5.2402,-16.8338,0.0764
SB03-01,239,469616.8078,7028668.6039,342.3451,-26.863299102,116.694136182,325.5335,-2557918.4291,5087151.6444,-2864858.5906,13.5275,-11.8966,0.0174
SB03-02,205,469616.2685,7028670.3622,342.3375,-26.863283215,116.694130796,325.5260,-2557918.3052,5087152.5895,-2864857.0168,12.9923,-10.1362,0.0099
SB03-03,226,469619.8069,7028671.2712,342.3559,-26.863275086,116.694166438,325.5444,-2557921.6600,5087151.3767,-2864856.2215,16.5344,-9.2354,0.0283
SB03-04,171,469616.6337,7028672.5624,342.3212,-26.863263358,116.694134526,325.5097,-2557919.0765,5087153.2983,-2864855.0466,13.3630,-7.9360,-0.0064
SB03-05,192,469618.3796,7028672.4031,342.3578,-26.863264834,116.694152098,325.5463,-2557920.6181,5087152.4770,-2864855.2090,15.1092,-8.0995,0.0302
SB03-06,158,469616.7443,7028676.0087,342.3626,-26.863232245,116.694135723,325.5511,-2557919.8992,5087154.6697,-2864851.9897,13.4819,-4.4884,0.0350
SB03-07,137,469615.1508,7028673.5634,342.3576,-26.863254288,116.694119622,325.5461,-2557917.9718,5087154.3984,-2864854.1664,11.8818,-6.9309,0.0300
SB03-08,124,469615.7413,7028677.7313,342.3788,-26.863216671,116.694125668,325.5674,-2557919.3632,5087155.8282,-2864850.4576,12.4826,-2.7627,0.0513
SB03-09,103,469614.4545,7028675.5799,342.3626,-26.863236067,116.694112662,325.5511,-2557917.7657,5087155.5282,-2864852.3676,11.1900,-4.9119,0.0351
SB03-10,116,469613.2989,7028673.1586,342.3554,-26.863257903,116.694100969,325.5439,-2557916.2335,5087155.0677,-2864854.5227,10.0281,-7.3314,0.0278
SB03-11,150,469613.8234,7028670.6869,342.3535,-26.863280230,116.694106190,325.5420,-2557916.1941,5087153.8343,-2864856.7289,10.5469,-9.8055,0.0259
SB04-01,74,469609.8996,7028672.2092,342.3659,-26.863266401,116.694066727,325.5544,-2557913.0062,5087156.2246,-2864855.3675,6.6251,-8.2731,0.0383
SB04-02,95,469611.7111,7028672.1564,342.3487,-26.863266917,116.694084962,325.5372,-2557914.6068,5087155.3738,-2864855.4107,8.4372,-8.3303,0.0211
SB04-03,82,469612.6522,7028675.0292,342.3683,-26.863241000,116.694094505,325.5568,-2557916.0449,5087156.1227,-2864852.8577,9.3857,-5.4585,0.0408
SB04-04,61,469610.7946,7028674.9867,342.3486,-26.863241343,116.694075803,325.5371,-2557914.3688,5087156.9266,-2864852.8828,7.5271,-5.4965,0.0211
SB04-05,48,469609.7372,7028676.5296,342.3706,-26.863227389,116.694065197,325.5592,-2557913.7498,5087158.0419,-2864851.5134,6.4730,-3.9503,0.0431
SB04-06,27,469608.1690,7028677.5675,342.3496,-26.863217985,116.694049435,325.5382,-2557912.5535,5087159.1495,-2864850.5743,4.9066,-2.9082,0.0221
SB04-07,40,469608.8171,7028674.3044,342.3352,-26.863247460,116.694055880,325.5238,-2557912.4570,5087157.5317,-2864853.4814,5.5471,-6.1743,0.0077
SB04-08,19,469606.5222,7028676.1185,342.3356,-26.863231032,116.694032822,325.5241,-2557910.7793,5087159.2963,-2864851.8576,3.2556,-4.3539,0.0081
SB04-09,53,469607.7269,7028672.8679,342.3384,-26.863260406,116.694044871,325.5269,-2557911.1895,5087157.4466,-2864854.7625,4.4530,-7.6088,0.0108
SB04-10,66,469606.3914,7028671.6183,342.3625,-26.863271659,116.694031396,325.5510,-2557909.7496,5087157.5640,-2864855.8857,3.1139,-8.8557,0.0349
SB04-11,87,469608.6667,7028670.7967,342.3762,-26.863279127,116.694054280,325.5646,-2557911.6190,5087156.2192,-2864856.6301,5.3881,-9.6832,0.0486
SB05-01,79,469604.4283,7028669.5781,342.3756,-26.863290037,116.694011584,325.5640,-2557907.5825,5087157.6368,-2864857.7083,1.1450,-10.8921,0.0480
SB05-02,45,469604.8667,7028672.4622,342.3387,-26.863264007,116.694016068,325.5272,-2557908.5513,5087158.5717,-2864855.1186,1.5906,-8.0078,0.0112
SB05-03,32,469605.9690,7028674.0762,342.3254,-26.863249459,116.694027204,325.5139,-2557909.8619,5087158.7148,-2864853.6745,2.6972,-6.3958,-0.0021
SB05-04,24,469604.1143,7028674.2798,342.3039,-26.863247580,116.694008537,325.4925,-2557908.2382,5087159.6150,-2864853.4791,0.8422,-6.1876,-0.0236
SB05-05,16,469602.3195,7028676.3485,342.3357,-26.863228863,116.693990520,325.5242,-2557907.0722,5087161.2820,-2864851.6433,-0.9484,-4.1136,0.0082
SB05-06,29,469600.8311,7028675.2843,342.2994,-26.863238439,116.693975511,325.4879,-2557905.5097,5087161.4947,-2864852.5735,-2.4400,-5.1747,-0.0281
SB05-07,37,469602.4226,7028673.0538,342.3209,-26.863258612,116.693991477,325.5094,-2557906.4822,5087159.8966,-2864854.5773,-0.8532,-7.4100,-0.0067
SB05-08,58,469603.1700,7028671.3648,342.3636,-26.863273878,116.693998960,325.5521,-2557906.8203,5087158.9138,-2864856.1055,-0.1096,-9.1015,0.0361
SB05-09,71,469600.2587,7028670.4541,342.3207,-26.863282037,116.693969630,325.5092,-2557904.0155,5087159.8239,-2864856.8927,-3.0244,-10.0057,-0.0069
SB05-10,92,469601.9477,7028670.0609,342.3658,-26.863285624,116.693986624,325.5542,-2557905.4617,5087158.9408,-2864857.2676,-1.3356,-10.4031,0.0382
SB06-01,213,469620.1224,7028675.3611,342.3321,-26.863238166,116.694169714,325.5207,-2557922.7718,5087152.8630,-2864852.5613,16.8599,-5.1445,0.0046
SB06-02,247,469620.8538,7028673.1295,342.3509,-26.863258330,116.694177023,325.5394,-2557922.9747,5087151.6497,-2864854.5629,17.5862,-7.3788,0.0233
SB06-03,234,469621.0411,7028677.4763,342.3730,-26.863219088,116.694179014,325.5615,-2557924.0430,5087153.3338,-2864850.6939,17.7841,-3.0305,0.0454
SB06-04,255,469622.2790,7028680.0826,342.3577,-26.863195584,116.694191538,325.5463,-2557925.6776,5087153.8140,-2864848.3636,19.0288,-0.4261,0.0302
SB06-05,221,469620.9502,7028681.1874,342.3544,-26.863185581,116.694178189,325.5430,-2557924.7160,5087154.8548,-2864847.3733,17.7021,0.6824,0.0269
SB06-06,200,469619.4488,7028678.1207,342.3393,-26.863213235,116.694163000,325.5279,-2557922.7393,5087154.2838,-2864850.1002,16.1927,-2.3820,0.0118
SB06-07,166,469619.1195,7028680.0433,342.3771,-26.863195870,116.694159732,325.5657,-2557922.8549,5087155.2366,-2864848.4007,15.8679,-0.4578,0.0496
SB06-08,132,469616.4454,7028681.0171,342.3694,-26.863187020,116.694132836,325.5580,-2557920.6628,5087156.8271,-2864847.5223,13.1949,0.5229,0.0420
SB06-09,111,469615.3920,7028679.7031,342.3667,-26.863198861,116.694122200,325.5552,-2557919.4511,5087156.7701,-2864848.6916,12.1380,-0.7892,0.0392
SB06-10,145,469617.7618,7028678.8240,342.3528,-26.863206849,116.694146034,325.5414,-2557921.3820,5087155.3376,-2864849.4750,14.5066,-1.6744,0.0254
SB06-11,179,469618.5100,7028676.2959,342.3646,-26.863229691,116.694153505,325.5532,-2557921.5363,5087153.9917,-2864851.7381,15.2490,-4.2053,0.0371
SB07-01,69,469612.4261,7028677.6799,342.3703,-26.863217063,116.694092293,325.5589,-2557916.3877,5087157.2939,-2864850.4925,9.1658,-2.8061,0.0428
SB07-02,90,469614.0530,7028678.3841,342.3765,-26.863210740,116.694108688,325.5651,-2557917.9881,5087156.8497,-2864849.8703,10.7951,-2.1055,0.0490
SB07-03,56,469611.4884,7028679.6638,342.3566,-26.863199131,116.694082902,325.5452,-2557915.9518,5087158.5044,-2864848.7137,8.2326,-0.8191,0.0291
SB07-04,77,469613.7387,7028681.2013,342.3761,-26.863185298,116.694105592,325.5647,-2557918.2854,5087158.1257,-2864847.3551,10.4875,0.7137,0.0486
SB07-05,64,469612.5593,7028683.5443,342.3434,-26.863164118,116.694093776,325.5321,-2557917.6996,5087159.5747,-2864845.2468,9.3132,3.0606,0.0160
SB07-06,43,469610.7533,7028681.7836,342.3515,-26.863179975,116.694075553,325.5401,-2557915.7281,5087159.6853,-2864846.8179,7.5022,1.3035,0.0241
SB07-07,30,469609.3820,7028682.9395,342.3455,-26.863169510,116.694061777,325.5342,-2557914.7380,5087160.7638,-2864845.7807,6.1331,2.4632,0.0181
SB07-08,9,469606.5295,7028681.3693,342.3504,-26.863183624,116.694033023,325.5390,-2557911.8695,5087161.4199,-2864847.1781,3.2756,0.8992,0.0229
SB07-09,22,469609.4062,7028680.3210,342.3623,-26.863193151,116.694061956,325.5509,-2557914.2289,5087159.7115,-2864848.1252,6.1510,-0.1565,0.0349
SB07-10,14,469607.7248,7028679.2244,342.3362,-26.863203016,116.694045004,325.5248,-2557912.4913,5087160.0062,-2864849.0885,4.4662,-1.2496,0.0087
SB07-11,35,469610.4451,7028678.1560,342.3747,-26.863212721,116.694072363,325.5633,-2557914.7176,5087158.3814,-2864850.0653,7.1852,-2.3250,0.0472
SB08-01,153,469617.4495,7028683.0406,342.3536,-26.863168772,116.694142993,325.5422,-2557921.9688,5087157.1774,-2864845.7114,14.2044,2.5449,0.0262
SB08-02,187,469619.4931,7028682.5307,342.3359,-26.863173421,116.694163553,325.5245,-2557923.6826,5087156.0374,-2864846.1630,16.2477,2.0298,0.0084
SB08-03,242,469620.5801,7028683.8421,342.3374,-26.863161604,116.694174528,325.5260,-2557924.9234,5087156.0772,-2864844.9956,17.3383,3.3391,0.0099
SB08-04,208,469619.9305,7028685.5168,342.3346,-26.863146469,116.694168029,325.5233,-2557924.6857,5087157.0422,-2864843.4983,16.6924,5.0162,0.0072
SB08-05,229,469620.3318,7028687.4066,342.3389,-26.863129416,116.694172115,325.5276,-2557925.4338,5087157.6260,-2864841.8145,17.0985,6.9058,0.0115
SB08-06,174,469617.4867,7028685.7393,342.3228,-26.863144407,116.694143433,325.5114,-2557922.5435,5087158.2231,-2864843.2891,14.2481,5.2447,-0.0046
SB08-07,140,469615.7244,7028685.8486,342.3090,-26.863143382,116.694125695,325.4977,-2557920.9861,5087159.0499,-2864843.1815,12.4853,5.3583,-0.0184
SB08-08,85,469614.1411,7028684.5954,342.3376,-26.863154663,116.694109726,325.5263,-2557919.3260,5087159.2810,-2864844.3095,10.8983,4.1083,0.0102
SB08-09,119,469615.7743,7028683.9885,342.3425,-26.863160178,116.694126153,325.5312,-2557920.6624,5087158.3048,-2864844.8569,12.5308,3.4972,0.0151
SB08-10,98,469614.4382,7028682.8311,342.3396,-26.863170598,116.694112673,325.5283,-2557919.2301,5087158.4381,-2864845.8856,11.1912,2.3425,0.0122
SB09-01,38,469609.2465,7028684.9888,342.3471,-26.863151004,116.694060462,325.5358,-2557915.0381,5087161.6516,-2864843.9522,6.0025,4.5137,0.0198
SB09-02,51,469610.8316,7028684.0865,342.3367,-26.863159185,116.694076397,325.5254,-2557916.2648,5087160.5659,-2864844.7562,7.5861,3.6072,0.0093
SB09-03,72,469612.1099,7028685.3578,342.3259,-26.863147735,116.694089297,325.5146,-2557917.6634,5087160.4936,-2864843.6195,8.8681,4.8759,-0.0015
SB09-04,93,469612.5312,7028687.7445,342.3276,-26.863126195,116.694093596,325.5163,-2557918.5302,5087161.2666,-2864841.4910,9.2953,7.2627,0.0003
SB09-05,59,469609.0134,7028686.9397,342.3478,-26.863133385,116.694058163,325.5365,-2557915.2306,5087162.5429,-2864842.2108,5.7740,6.4661,0.0204
SB09-06,80,469609.5178,7028689.2351,342.3272,-26.863112672,116.694063296,325.5159,-2557916.1440,5087163.2239,-2864840.1540,6.2841,8.7612,-0.0001
SB09-07,67,469607.6707,7028689.4404,342.2915,-26.863110778,116.694044707,325.4803,-2557914.5218,5087164.1101,-2864839.9507,4.4368,8.9711,-0.0358
SB09-08,46,469607.3663,7028687.6528,342.3223,-26.863126911,116.694041600,325.5110,-2557913.8953,5087163.5516,-2864841.5594,4.1279,7.1834,-0.0051
SB09-09,25,469607.4485,7028685.2860,342.3257,-26.863148282,116.694042370,325.5144,-2557913.4844,5087162.5640,-2864843.6734,4.2044,4.8154,-0.0017
SB09-10,12,469605.3519,7028683.5093,342.3222,-26.863164277,116.694021220,325.5109,-2557911.2454,5087162.7899,-2864845.2529,2.1026,3.0430,-0.0052
SB09-11,17,469607.4749,7028682.9448,342.3421,-26.863169420,116.694042578,325.5308,-2557913.0340,5087161.6222,-2864845.7703,4.2252,2.4731,0.0147
SB10-01,161,469616.1824,7028687.5293,342.3218,-26.863128218,116.694130346,325.5105,-2557921.7454,5087159.5308,-2864841.6884,12.9476,7.0385,-0.0056
SB10-02,195,469618.0866,7028687.4638,342.3037,-26.863128850,116.694149514,325.4924,-2557923.4258,5087158.6324,-2864841.7427,14.8524,6.9685,-0.0236
SB10-03,250,469620.2605,7028689.8114,342.3281,-26.863107702,116.694171455,325.5168,-2557925.8593,5087158.6182,-2864839.6632,17.0330,9.3118,0.0007
SB10-04,216,469617.6038,7028689.8485,342.3322,-26.863107310,116.694144712,325.5209,-2557923.4953,5087159.8330,-2864839.6263,14.3752,9.3553,0.0048
SB10-05,237,469617.3069,7028693.4570,342.3270,-26.863074723,116.694141810,325.5158,-2557923.9686,5087161.4162,-2864836.4028,14.0868,12.9662,-0.0003
SB10-06,182,469615.7417,7028689.7995,342.3220,-26.863107711,116.694125965,325.5108,-2557921.8177,5087160.6439,-2864839.6614,12.5121,9.3109,-0.0053
SB10-07,252,469615.4713,7028692.4051,342.3212,-26.863084181,116.694123307,325.5099,-2557922.1106,5087161.8145,-2864837.3350,12.2480,11.9182,-0.0061
SB10-08,148,469614.0600,7028690.4521,342.3189,-26.863101783,116.694109052,325.5076,-2557920.4481,5087161.6617,-2864839.0739,10.8313,9.9678,-0.0084
SB10-09,114,469611.1903,7028689.9483,342.3399,-26.863106269,116.694080150,325.5287,-2557917.7896,5087162.7680,-2864839.5269,7.9591,9.4707,0.0126
SB10-10,127,469614.2998,7028688.1473,342.3196,-26.863122597,116.694111409,325.5083,-2557920.1895,5087160.6259,-2864841.1317,11.0656,7.6614,-0.0077
SB10-11,106,469613.8054,7028686.4433,342.2998,-26.863137971,116.694106392,325.4885,-2557919.3903,5087160.1464,-2864842.6425,10.5669,5.9579,-0.0276
SB11-01,135,469610.9181,7028692.3946,342.3152,-26.863084176,116.694077470,325.5040,-2557918.0386,5087163.8563,-2864837.3318,7.6927,11.9188,-0.0121
SB11-02,169,469612.7151,7028692.2845,342.3321,-26.863085209,116.694095557,325.5209,-2557919.6281,5087163.0161,-2864837.4417,9.4902,11.8042,0.0048
SB11-03,190,469611.3384,7028694.6863,342.2865,-26.863063494,116.694081756,325.4753,-2557918.8729,5087164.5672,-2864835.2745,8.1187,14.2104,-0.0408
SB11-04,224,469613.4860,7028695.9692,342.3061,-26.863051959,116.694103407,325.4949,-2557921.0625,5087164.1323,-2864834.1431,10.2703,15.4886,-0.0211
SB11-05,245,469611.9576,7028696.8634,342.3155,-26.863043852,116.694088043,325.5044,-2557919.8845,5087165.1884,-2864833.3460,8.7435,16.3870,-0.0117
SB11-06,211,469609.2018,7028696.9959,342.3055,-26.863042595,116.694060304,325.4944,-2557917.4459,5087166.4750,-2864833.2173,5.9868,16.5262,-0.0217
SB11-07,232,469608.1138,7028698.6255,342.3110,-26.863027858,116.694049391,325.4998,-2557916.8106,5087167.6258,-2864831.7630,4.9023,18.1591,-0.0162
SB11-08,156,469609.7500,7028693.7368,342.2900,-26.863072033,116.694065743,325.4788,-2557917.2604,5087164.9029,-2864836.1201,6.5273,13.2643,-0.0373
SB11-09,122,469607.9767,7028692.5769,342.2850,-26.863082466,116.694047863,325.4737,-2557915.4362,5087165.2305,-2864837.1491,4.7504,12.1082,-0.0423
SB11-10,101,469608.7785,7028690.9597,342.3090,-26.863097085,116.694055896,325.4977,-2557915.8303,5087164.2370,-2864838.6051,5.5487,10.4883,-0.0183
SB12-01,130,469603.0721,7028693.1873,342.2921,-26.863076848,116.693998506,325.4809,-2557911.1831,5087167.6910,-2864836.5971,-0.1548,12.7307,-0.0351
SB12-02,109,469605.4945,7028693.2474,342.2999,-26.863076358,116.694022893,325.4887,-2557913.3625,5087166.6304,-2864836.5522,2.2688,12.7850,-0.0274
SB12-03,143,469607.0635,7028694.2136,342.2651,-26.863067669,116.694038711,325.4539,-2557914.9485,5087166.2852,-2864835.6775,3.8408,13.7478,-0.0621
SB12-04,164,469604.7312,7028694.9339,342.2549,-26.863061115,116.694015250,325.4437,-2557913.0087,5087167.6176,-2864835.0250,1.5093,14.4741,-0.0724
SB12-05,177,469608.1146,7028695.5781,342.3041,-26.863055372,116.694049325,325.4929,-2557916.1831,5087166.3925,-2864834.4796,4.8957,15.1104,-0.0232
SB12-06,198,469606.3717,7028697.6303,342.2951,-26.863036806,116.694031829,325.4840,-2557915.0437,5087167.9970,-2864832.6403,3.1569,17.1677,-0.0321
SB12-07,219,469604.5173,7028697.7440,342.2803,-26.863035739,116.694013164,325.4691,-2557913.4045,5087168.8661,-2864832.5281,1.3020,17.2859,-0.0469
SB12-08,253,469606.4769,7028699.5847,342.2990,-26.863019162,116.694032936,325.4878,-2557915.5404,5087168.7398,-2864830.8980,3.2670,19.1227,-0.0282
SB12-09,240,469601.9078,7028699.1772,342.2900,-26.863022742,116.693986930,325.4789,-2557911.3715,5087170.6265,-2864831.2478,-1.3051,18.7260,-0.0372
SB12-10,185,469602.6478,7028697.1992,342.2868,-26.863040617,116.693994331,325.4757,-2557911.6253,5087169.4939,-2864833.0132,-0.5696,16.7454,-0.0404
SB12-11,96,469602.2916,7028691.6095,342.2911,-26.863091076,116.693990610,325.4799,-2557910.1616,5087167.4062,-2864838.0030,-0.9394,11.1541,-0.0362
SB13-01,104,469597.7505,7028691.0488,342.2809,-26.863096040,116.693944881,325.4697,-2557905.9858,5087169.2175,-2864838.4891,-5.4839,10.6041,-0.0464
SB13-02,138,469599.3253,7028693.6522,342.2913,-26.863072569,116.693960798,325.4801,-2557907.9311,5087169.5652,-2864836.1737,-3.9021,13.2048,-0.0360
SB13-03,151,469601.1349,7028695.0534,342.2930,-26.863059958,116.693979049,325.4818,-2557909.8359,5087169.3159,-2864834.9279,-2.0883,14.6023,-0.0343
SB13-04,172,469599.3898,7028695.3526,342.2769,-26.863057218,116.693961489,325.4657,-2557908.3319,5087170.2096,-2864834.6498,-3.8335,14.9058,-0.0504
SB13-05,206,469600.8431,7028697.2103,342.2780,-26.863040478,116.693976163,325.4668,-2557910.0118,5087170.3042,-2864832.9955,-2.3751,16.7608,-0.0492
SB13-06,227,469597.7269,7028696.8039,342.2379,-26.863044078,116.693944784,325.4267,-2557907.1286,5087171.5121,-2864833.3333,-5.4936,16.3618,-0.0893
SB13-07,193,469596.6364,7028695.3885,342.2842,-26.863056834,116.693933772,325.4730,-2557905.8826,5087171.4700,-2864834.6151,-6.5880,14.9484,-0.0430
SB13-08,248,469594.5045,7028697.8576,342.2610,-26.863034495,116.693912371,325.4498,-2557904.4755,5087173.4062,-2864832.3964,-8.7148,17.4238,-0.0663
SB13-09,214,469594.5220,7028695.2982,342.2685,-26.863057603,116.693912485,325.4573,-2557903.9689,5087172.3734,-2864834.6841,-8.7035,14.8632,-0.0587
SB13-10,159,469595.9696,7028693.6019,342.2584,-26.863072950,116.693927016,325.4471,-2557904.9098,5087171.0300,-2864836.1965,-7.2594,13.1626,-0.0689
SB13-11,125,469596.1420,7028691.8704,342.2969,-26.863088587,116.693928710,325.4857,-2557904.7239,5087170.2857,-2864837.7596,-7.0911,11.4300,-0.0304
SB14-01,133,469592.4640,7028688.7457,342.2907,-26.863116718,116.693891607,325.4795,-2557900.7945,5087170.6787,-2864840.5376,-10.7783,8.3128,-0.0366
SB14-02,167,469591.2303,7028691.3912,342.2626,-26.863092807,116.693879252,325.4514,-2557900.2241,5087172.2775,-2864838.1612,-12.0061,10.9624,-0.0647
SB14-03,112,469594.1328,7028689.3481,342.2659,-26.863111316,116.693908422,325.4547,-2557902.3990,5087170.1499,-2864839.9923,-9.1072,8.9114,-0.0614
SB14-04,146,469594.4528,7028691.2969,342.2925,-26.863093728,116.693911690,325.4813,-2557903.0954,5087170.8120,-2864838.2658,-8.7825,10.8603,-0.0348
SB14-05,180,469594.1157,7028693.5108,342.2837,-26.863073733,116.693908351,325.4725,-2557903.2452,5087171.8485,-2864836.2853,-9.1143,13.0759,-0.0436
SB14-06,201,469592.8201,7028692.3981,342.2724,-26.863083750,116.693895281,325.4611,-2557901.8549,5087171.9748,-2864837.2704,-10.4132,11.9659,-0.0549
SB14-07,235,469592.7108,7028695.0488,342.2369,-26.863059816,116.693894245,325.4257,-2557902.2871,5087173.0635,-2864834.8885,-10.5161,14.6180,-0.0903
SB14-08,256,469589.2882,7028693.4415,342.2692,-26.863074253,116.693859752,325.4580,-2557898.9126,5087173.9833,-2864836.3301,-13.9441,13.0183,-0.0581
SB14-09,222,469589.4334,7028691.6387,342.2837,-26.863090532,116.693861170,325.4725,-2557898.6782,5087173.2034,-2864837.9459,-13.8032,11.2144,-0.0436
SB14-10,243,469587.9853,7028690.5303,342.2769,-26.863100509,116.693846565,325.4656,-2557897.1543,5087173.4037,-2864838.9290,-15.2546,10.1090,-0.0504
SB14-11,188,469589.6247,7028689.5278,342.2733,-26.863109595,116.693863044,325.4621,-2557898.4117,5087172.2586,-2864839.8256,-13.6169,9.1021,-0.0540
SB15-01,20,469604.3451,7028685.7886,342.3293,-26.863143676,116.694011141,325.5180,-2557910.8167,5087164.1671,-2864843.2197,1.1009,5.3257,0.0019
SB15-02,41,469603.1375,7028688.5796,342.3070,-26.863118451,116.693999052,325.4957,-2557910.3018,5087165.8174,-2864840.7162,-0.1005,8.1209,-0.0203
SB15-03,33,469605.7507,7028686.8947,342.2996,-26.863133720,116.694025317,325.4883,-2557912.2874,5087163.9559,-2864842.2222,2.5098,6.4289,-0.0277
SB15-04,54,469604.8476,7028688.6786,342.3496,-26.863117594,116.694016270,325.5383,-2557911.8669,5087165.1210,-2864840.6508,1.6106,8.2157,0.0222
SB15-05,88,469606.6702,7028691.0183,342.3088,-26.863096509,116.694034673,325.4976,-2557913.9588,5087165.2101,-2864838.5481,3.4396,10.5521,-0.0185
SB15-06,75,469604.5748,7028691.4937,342.2990,-26.863092172,116.694013591,325.4877,-2557912.1806,5087166.3375,-2864838.1149,1.3444,11.0327,-0.0283
SB15-07,117,469600.8741,7028692.8502,342.3166,-26.863079844,116.693976370,325.5054,-2557909.1602,5087168.5648,-2864836.9043,-2.3546,12.3988,-0.0106
SB15-08,83,469599.4839,7028690.3050,342.3119,-26.863102793,116.693962313,325.5006,-2557907.3940,5087168.1619,-2864839.1706,-3.7516,9.8558,-0.0155
SB15-09,62,469601.2349,7028690.1883,342.3239,-26.863103885,116.693979938,325.5127,-2557908.9391,5087167.3358,-2864839.2840,-2.0000,9.7348,-0.0034
SB15-10,28,469602.2743,7028686.4131,342.3343,-26.863137992,116.693990309,325.5229,-2557909.0970,5087165.3553,-2864842.6602,-0.9693,5.9555,0.0069
SB16-01,44,469597.3137,7028685.1532,342.3023,-26.863149260,116.693940341,325.4910,-2557904.3942,5087167.0566,-2864843.7595,-5.9351,4.7070,-0.0250
SB16-02,23,469599.6611,7028684.4793,342.3198,-26.863155396,116.693963956,325.5085,-2557906.3599,5087165.7417,-2864844.3739,-3.5883,4.0271,-0.0076
SB16-03,36,469599.8634,7028686.2345,342.3211,-26.863139553,116.693966034,325.5098,-2557906.9012,5087166.3587,-2864842.8085,-3.3817,5.7826,-0.0063
SB16-04,57,469597.4724,7028686.8981,342.3028,-26.863133509,116.693941981,325.4915,-2557904.8942,5087167.6883,-2864842.2028,-5.7721,6.4522,-0.0246
SB16-05,49,469600.9794,7028688.3380,342.3244,-26.863120585,116.693977321,325.5131,-2557908.3313,5087166.7060,-2864840.9350,-2.2601,7.8844,-0.0029
