#S10-1
#Lat: -26.864083603
#Lon: 116.693733630
#HAE: 325.6459
#Datum: WGS84
#Epoch: 2024.2
#SB-Antenna,EEP,Easting,Northing,AHD,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z,E,N,U
SB03-10,116,469570.6628,7028570.9775,342.3925,-26.864179530,116.693669275,325.5797,-2557857.1888,5087133.1407,-2864945.6410,-6.3956,-10.6294,-0.0662
SB03-11,150,469568.1962,7028570.1944,342.3918,-26.864186546,116.693644425,325.5790,-2557854.8244,5087133.9356,-2864946.3342,-8.8651,-11.4068,-0.0669
SB04-01,74,469569.3754,7028574.2712,342.4146,-26.864149765,116.693656395,325.6018,-2557856.7237,5087135.0649,-2864942.7087,-7.6756,-7.3312,-0.0441
SB04-02,95,469569.4717,7028572.4806,342.4049,-26.864165933,116.693657321,325.5920,-2557856.4383,5087134.2924,-2864944.3026,-7.5835,-9.1228,-0.0539
SB04-03,82,469572.4070,7028571.8011,342.4146,-26.864172132,116.693686853,325.6018,-2557858.9248,5087132.7045,-2864944.9197,-4.6486,-9.8096,-0.0441
SB04-04,61,469572.2643,7028573.6365,342.4216,-26.864155558,116.693685462,325.6088,-2557859.1769,5087133.5136,-2864943.2845,-4.7869,-7.9731,-0.0371
SB04-05,48,469573.6959,7028574.7951,342.4427,-26.864145128,116.693699902,325.6300,-2557860.7021,5087133.3524,-2864942.2631,-3.3519,-6.8174,-0.0160
SB04-06,27,469574.6011,7028576.4328,342.4524,-26.864130362,116.693709054,325.6397,-2557861.8507,5087133.6121,-2864940.8079,-2.4423,-5.1812,-0.0063
SB04-07,40,469571.3995,7028575.5526,342.4352,-26.864138239,116.693676803,325.6224,-2557858.8031,5087134.6858,-2864941.5788,-5.6474,-6.0541,-0.0235
SB04-08,19,469573.0215,7028578.0128,342.4506,-26.864116062,116.693693191,325.6379,-2557860.7632,5087134.9586,-2864939.3936,-4.0188,-3.5967,-0.0080
SB04-09,53,469569.9048,7028576.5075,342.4463,-26.864129585,116.693661779,325.6335,-2557857.6682,5087135.7525,-2864940.7284,-7.1405,-5.0952,-0.0124
SB04-10,66,469568.4300,7028577.6892,342.4404,-26.864118884,116.693646961,325.6276,-2557856.5910,5087136.8880,-2864939.6679,-8.6131,-3.9094,-0.0183
SB04-11,87,469567.8531,7028575.4450,342.4342,-26.864139133,116.693641099,325.6215,-2557855.6125,5087136.2390,-2864941.6667,-9.1957,-6.1531,-0.0245
SB05-01,79,469566.3139,7028579.4628,342.4118,-26.864102825,116.693625701,325.5991,-2557855.0532,5087138.5328,-2864938.0675,-10.7259,-2.1299,-0.0468
SB05-02,45,469569.2285,7028579.3267,342.4392,-26.864104117,116.693655040,325.6265,-2557857.6399,5087137.1871,-2864938.2077,-7.8103,-2.2731,-0.0194
SB05-03,32,469570.8940,7028578.3878,342.4469,-26.864112630,116.693671783,325.6341,-2557858.9381,5087136.0648,-2864939.0526,-6.1463,-3.2164,-0.0118
SB05-04,24,469570.9327,7028580.2444,342.4620,-26.864095869,116.693672218,325.6493,-2557859.3598,5087136.8073,-2864937.4026,-6.1031,-1.3591,0.0034
SB05-05,16,469572.8862,7028582.1552,342.4579,-26.864078659,116.693691930,325.6452,-2557861.4955,5087136.6940,-2864935.6996,-4.1442,0.5478,-0.0007
SB05-06,29,469571.6875,7028583.6025,342.4437,-26.864065566,116.693679898,325.6310,-2557860.7160,5087137.8055,-2864934.3990,-5.3399,1.9986,-0.0149
SB05-07,37,469569.5870,7028581.8101,342.4405,-26.864081703,116.693658709,325.6278,-2557858.4704,5087138.0270,-2864935.9927,-7.4456,0.2105,-0.0181
SB05-08,58,469567.9887,7028580.9237,342.4556,-26.864089671,116.693642597,325.6429,-2557856.8667,5087138.4018,-2864936.7871,-9.0468,-0.6724,-0.0031
SB05-09,71,469566.7776,7028583.7582,342.4493,-26.864064053,116.693630475,325.6366,-2557856.3641,5087140.0841,-2864934.2519,-10.2515,2.1663,-0.0093
SB05-10,92,469566.5242,7028582.0336,342.4433,-26.864079618,116.693627881,325.6306,-2557855.7813,5087139.4987,-2864935.7878,-10.5093,0.4416,-0.0153
SB06-01,213,469573.4255,7028564.4301,342.4451,-26.864238704,116.693696928,325.6321,-2557858.3341,5087129.3008,-2864951.5140,-3.6474,-17.1863,-0.0138
SB06-02,247,469571.2776,7028563.5047,342.4483,-26.864247013,116.693675283,325.6354,-2557856.2267,5087129.8980,-2864952.3367,-5.7985,-18.1069,-0.0106
SB06-03,234,469575.6201,7028563.6112,342.4574,-26.864246145,116.693719001,325.6444,-2557860.1314,5087127.9923,-2864952.2551,-1.4539,-18.0109,-0.0015
SB06-04,255,469578.2910,7028562.6512,342.4729,-26.864254872,116.693745865,325.6600,-2557862.3265,5087126.4151,-2864953.1247,1.2158,-18.9778,0.0141
SB06-05,221,469579.2567,7028564.0592,342.4539,-26.864242180,116.693755621,325.6409,-2557863.4706,5087126.5321,-2864951.8616,2.1854,-17.5715,-0.0050
SB06-06,200,469576.1401,7028565.2811,342.4685,-26.864231081,116.693724276,325.6556,-2557860.9431,5087128.4397,-2864950.7710,-0.9297,-16.3416,0.0096
SB06-07,166,469578.0152,7028565.7412,342.4605,-26.864226967,116.693743164,325.6476,-2557862.7094,5087127.7741,-2864950.3608,0.9474,-15.8858,0.0017
SB06-08,132,469578.7701,7028568.4987,342.4818,-26.864202087,116.693750831,325.6689,-2557863.9583,5087128.5618,-2864947.9111,1.7093,-13.1289,0.0230
SB06-09,111,469577.3509,7028569.5295,342.4465,-26.864192750,116.693736568,325.6337,-2557862.8879,5087129.5882,-2864946.9721,0.2920,-12.0942,-0.0122
SB06-10,145,469576.6897,7028567.0387,342.4489,-26.864215223,116.693729852,325.6360,-2557861.7870,5087128.8845,-2864949.1947,-0.3755,-14.5845,-0.0099
SB06-11,179,469574.1987,7028566.0376,342.4441,-26.864224208,116.693704751,325.6312,-2557859.3543,5087129.5994,-2864950.0806,-2.8700,-15.5800,-0.0147
SB07-01,69,469575.0859,7028572.2594,342.4519,-26.864168053,116.693713833,325.6391,-2557861.4269,5087131.7122,-2864944.5333,-1.9675,-9.3577,-0.0069
SB07-02,90,469575.8830,7028570.6913,342.4577,-26.864182228,116.693721819,325.6449,-2557861.8196,5087130.7262,-2864945.9371,-1.1738,-10.9283,-0.0010
SB07-03,56,469576.9302,7028573.3668,342.4285,-26.864158094,116.693732426,325.6157,-2557863.2925,5087131.3090,-2864943.5384,-0.1196,-8.2542,-0.0302
SB07-04,77,469578.6568,7028571.2429,342.4525,-26.864177308,116.693749757,325.6396,-2557864.4086,5087129.6949,-2864945.4485,1.6026,-10.3832,-0.0063
SB07-05,64,469580.8813,7028572.6002,342.4772,-26.864165102,116.693772183,325.6644,-2557866.6843,5087129.2595,-2864944.2531,3.8313,-9.0307,0.0185
SB07-06,43,469579.0429,7028574.2321,342.4802,-26.864150328,116.693753716,325.6674,-2557865.3781,5087130.7472,-2864942.7940,1.9961,-7.3936,0.0215
SB07-07,30,469580.0643,7028575.7174,342.5087,-26.864136940,116.693764034,325.6960,-2557866.6068,5087130.9083,-2864941.4836,3.0215,-5.9101,0.0501
SB07-08,9,469578.2546,7028578.4162,342.4988,-26.864112534,116.693745882,325.6860,-2557865.5401,5087132.8025,-2864939.0666,1.2175,-3.2058,0.0401
SB07-09,22,469577.4297,7028575.4954,342.4939,-26.864138887,116.693737506,325.6811,-2557864.2018,5087131.9936,-2864941.6694,0.3852,-6.1259,0.0352
SB07-10,14,469576.1712,7028577.0243,342.4738,-26.864125056,116.693724875,325.6610,-2557863.3833,5087133.1603,-2864940.2930,-0.8701,-4.5933,0.0151
SB07-11,35,469575.3789,7028574.2710,342.4542,-26.864149897,116.693716832,325.6414,-2557862.1025,5087132.3924,-2864942.7397,-1.6694,-7.3459,-0.0045
SB08-01,153,469580.8103,7028567.7235,342.4804,-26.864209130,116.693771350,325.6675,-2557865.6212,5087127.3295,-2864948.6066,3.7485,-13.9093,0.0215
SB08-02,187,469580.4645,7028565.6439,342.4778,-26.864227898,116.693767818,325.6649,-2557864.8843,5087126.6456,-2864950.4607,3.3975,-15.9890,0.0189
SB08-03,242,469581.9365,7028564.6798,342.4820,-26.864236636,116.693782613,325.6691,-2557866.0031,5087125.5976,-2864951.3262,4.8678,-16.9571,0.0231
SB08-04,208,469583.4968,7028565.4266,342.4971,-26.864229927,116.693798339,325.6842,-2557867.5564,5087125.2076,-2864950.6699,6.4307,-16.2138,0.0382
SB08-05,229,469585.4150,7028565.2283,342.4858,-26.864231759,116.693817644,325.6729,-2557869.2247,5087124.2548,-2864950.8459,8.3492,-16.4168,0.0269
SB08-06,174,469583.5628,7028567.8864,342.4777,-26.864207720,116.693799062,325.6648,-2557868.1123,5087126.1533,-2864948.4660,6.5026,-13.7531,0.0188
SB08-07,140,469583.4560,7028569.6893,342.4713,-26.864191440,116.693798031,325.6585,-2557868.3844,5087126.9226,-2864946.8539,6.4001,-11.9491,0.0126
SB08-08,85,469582.1230,7028571.1668,342.4594,-26.864178071,116.693784648,325.6466,-2557867.4921,5087128.1087,-2864945.5270,5.0701,-10.4677,0.0007
SB08-09,119,469581.6662,7028569.4378,342.4620,-26.864193672,116.693780008,325.6492,-2557866.7303,5087127.6200,-2864947.0703,4.6090,-12.1964,0.0032
SB08-10,98,469580.3872,7028570.7207,342.4377,-26.864182061,116.693767163,325.6248,-2557865.8413,5087128.6934,-2864945.9115,3.3325,-10.9098,-0.0211
SB09-01,38,469582.0493,7028576.0835,342.5048,-26.864133678,116.693784026,325.6920,-2557868.4536,5087130.1585,-2864941.1594,5.0083,-5.5487,0.0461
SB09-02,51,469581.3279,7028574.3846,342.4816,-26.864149001,116.693776723,325.6688,-2557867.4512,5087129.7806,-2864942.6635,4.2825,-7.2466,0.0229
SB09-03,72,469582.6505,7028573.2595,342.4800,-26.864159188,116.693790009,325.6671,-2557868.4011,5087128.7304,-2864943.6697,5.6029,-8.3753,0.0212
SB09-04,93,469585.0304,7028573.0347,342.4699,-26.864161270,116.693813962,325.6571,-2557870.4770,5087127.5599,-2864943.8710,7.9833,-8.6061,0.0112
SB09-05,59,469583.9795,7028576.4487,342.4929,-26.864130423,116.693803466,325.6801,-2557870.2481,5087129.4268,-2864940.8322,6.9402,-5.1880,0.0342
SB09-06,80,469586.2985,7028576.1746,342.5091,-26.864132948,116.693826805,325.6963,-2557872.2700,5087128.2848,-2864941.0892,9.2596,-5.4678,0.0504
SB09-07,67,469586.3427,7028577.9839,342.4885,-26.864116614,116.693827293,325.6757,-2557872.6725,5087128.9774,-2864939.4652,9.3081,-3.6578,0.0298
SB09-08,46,469584.6014,7028578.1502,342.5518,-26.864115074,116.693809768,325.7391,-2557871.1765,5087129.8791,-2864939.3416,7.5665,-3.4872,0.0932
SB09-09,25,469582.2382,7028577.9062,342.5119,-26.864117225,116.693785972,325.6991,-2557868.9993,5087130.8133,-2864939.5362,5.2017,-3.7256,0.0532
SB09-10,12,469580.2337,7028579.7939,342.5180,-26.864100139,116.693765838,325.7053,-2557867.5985,5087132.4814,-2864937.8500,3.2008,-1.8323,0.0594
SB09-11,17,469579.8984,7028577.6187,342.4946,-26.864119771,116.693762411,325.6819,-2557866.8432,5087131.7376,-2864939.7801,2.8601,-4.0077,0.0360
SB10-01,161,469585.2194,7028569.5011,342.4458,-26.864193178,116.693815779,325.6329,-2557869.9109,5087126.0322,-2864947.0141,8.1639,-12.1416,-0.0130
SB10-02,195,469585.2774,7028567.4849,342.4988,-26.864211382,116.693816314,325.6859,-2557869.5701,5087125.2362,-2864948.8375,8.2170,-14.1588,0.0400
SB10-03,250,469587.8462,7028565.5244,342.4910,-26.864229139,116.693842126,325.6781,-2557871.4594,5087123.2832,-2864950.5892,10.7822,-16.1264,0.0321
SB10-04,216,469587.5994,7028568.1748,342.5268,-26.864205204,116.693839706,325.7139,-2557871.7972,5087124.4906,-2864948.2395,10.5416,-13.4743,0.0680
SB10-05,237,469591.1757,7028568.7259,342.5140,-26.864200306,116.693875722,325.7011,-2557875.1000,5087123.0916,-2864947.7496,14.1209,-12.9316,0.0552
SB10-06,182,469587.4513,7028570.0134,342.5177,-26.864188601,116.693838260,325.7049,-2557872.0387,5087125.2906,-2864946.5942,10.3980,-11.6345,0.0589
SB10-07,252,469590.0263,7028570.5122,342.5197,-26.864184153,116.693864195,325.7068,-2557874.4422,5087124.3334,-2864946.1555,12.9753,-11.1417,0.0609
SB10-08,148,469587.9622,7028571.7494,342.4792,-26.864172938,116.693843445,325.6664,-2557872.8359,5087125.7291,-2864945.0286,10.9133,-9.8990,0.0204
SB10-09,114,469587.1914,7028574.5634,342.4519,-26.864147514,116.693835754,325.6391,-2557872.7140,5087127.1881,-2864942.5031,10.1489,-7.0818,-0.0069
SB10-10,127,469585.6234,7028571.3125,342.4606,-26.864176832,116.693819890,325.6478,-2557870.6495,5087126.5917,-2864945.4051,8.5724,-10.3305,0.0019
SB10-11,106,469583.9443,7028571.6262,342.4538,-26.864173963,116.693802994,325.6410,-2557869.2112,5087127.4689,-2864945.1184,6.8933,-10.0125,-0.0050
SB11-01,135,469589.5662,7028575.0587,342.5000,-26.864143094,116.693859673,325.6872,-2557874.9564,5087126.3563,-2864942.0880,12.5260,-6.5921,0.0412
SB11-02,169,469589.6730,7028573.2108,342.4953,-26.864159781,116.693860703,325.6825,-2557874.6706,5087125.5601,-2864943.7353,12.6283,-8.4411,0.0366
SB11-03,190,469591.9301,7028574.7905,342.4953,-26.864145568,116.693883463,325.6825,-2557877.0111,5087125.1799,-2864942.3304,14.8902,-6.8662,0.0366
SB11-04,224,469593.3522,7028572.7719,342.4953,-26.864163823,116.693897731,325.6825,-2557877.8673,5087123.7263,-2864944.1349,16.3081,-8.8890,0.0366
SB11-05,245,469594.1174,7028574.3634,342.4993,-26.864149471,116.693905473,325.6865,-2557878.8791,5087124.0258,-2864942.7180,17.0775,-7.2987,0.0406
SB11-06,211,469594.0119,7028577.1097,342.5573,-26.864124674,116.693904477,325.7445,-2557879.3717,5087125.2259,-2864940.2930,16.9785,-4.5509,0.0986
SB11-07,232,469595.5320,7028578.4971,342.5418,-26.864112181,116.693919813,325.7291,-2557881.0081,5087125.0877,-2864939.0511,18.5026,-3.1666,0.0831
SB11-08,156,469590.8028,7028576.2740,342.5095,-26.864132149,116.693872151,325.6967,-2557876.3142,5087126.2965,-2864941.0103,13.7660,-5.3792,0.0508
SB11-09,122,469589.5008,7028577.9544,342.5064,-26.864116949,116.693859084,325.6936,-2557875.4948,5087127.5573,-2864939.5064,12.4675,-3.6950,0.0477
SB11-10,101,469588.0005,7028577.0155,342.4998,-26.864125393,116.693843959,325.6870,-2557873.9592,5087127.8495,-2864940.3382,10.9643,-4.6307,0.0411
SB12-01,130,469589.7136,7028582.9301,342.5076,-26.864072030,116.693861348,325.6949,-2557876.7066,5087129.4667,-2864935.0668,12.6924,1.2823,0.0490
SB12-02,109,469589.9647,7028580.4991,342.5085,-26.864093983,116.693863816,325.6958,-2557876.4324,5087128.3751,-2864937.2373,12.9378,-1.1502,0.0499
SB12-03,143,469591.0418,7028579.0473,342.4852,-26.864107115,116.693874625,325.6725,-2557877.0873,5087127.2866,-2864938.5248,14.0119,-2.6054,0.0265
SB12-04,164,469591.5926,7028581.4371,342.4965,-26.864085550,116.693880227,325.6838,-2557878.0743,5087128.0102,-2864936.3983,14.5687,-0.2158,0.0379
SB12-05,177,469592.5523,7028578.0755,342.5036,-26.864115922,116.693889807,325.6908,-2557878.2445,5087126.2295,-2864939.4036,15.5206,-3.5812,0.0449
SB12-06,198,469594.3789,7028580.0508,342.5430,-26.864098127,116.693908243,325.7302,-2557880.2975,5087126.2339,-2864937.6625,17.3528,-1.6094,0.0843
SB12-07,219,469594.3860,7028581.8470,342.5386,-26.864081910,116.693908358,325.7259,-2557880.6707,5087126.9507,-2864936.0575,17.3643,0.1875,0.0800
SB12-08,253,469596.3487,7028580.0993,342.5717,-26.864097733,116.693928074,325.7590,-2557882.0786,5087125.3891,-2864937.6365,19.3237,-1.5657,0.1131
SB12-09,240,469595.5801,7028584.5739,342.5274,-26.864057317,116.693920445,325.7147,-2557882.2926,5087127.5024,-2864933.6214,18.5655,2.9127,0.0688
SB12-10,185,469593.6325,7028583.6555,342.5034,-26.864065566,116.693900817,325.6908,-2557880.3547,5087127.9906,-2864934.4259,16.6148,1.9987,0.0448
SB12-11,96,469588.0789,7028583.5432,342.4539,-26.864066458,116.693844907,325.6412,-2557875.3507,5087130.4072,-2864934.4918,11.0586,1.8997,-0.0047
SB13-01,104,469587.1195,7028587.9991,342.5181,-26.864026207,116.693835357,325.7055,-2557875.4339,5087132.6854,-2864930.5420,10.1095,6.3599,0.0596
SB13-02,138,469589.8003,7028586.7064,342.4989,-26.864037937,116.693862313,325.6863,-2557877.5557,5087130.9419,-2864931.6928,12.7883,5.0601,0.0404
SB13-03,151,469591.3545,7028584.9899,342.4715,-26.864053468,116.693877917,325.6589,-2557878.5808,5087129.5287,-2864933.2157,14.3391,3.3392,0.0129
SB13-04,172,469591.5869,7028586.7597,342.4749,-26.864037494,116.693880299,325.6622,-2557879.1530,5087130.1396,-2864931.6382,14.5758,5.1092,0.0163
SB13-05,206,469593.5252,7028585.4540,342.4893,-26.864049326,116.693899780,325.6766,-2557880.6223,5087128.7521,-2864932.8143,16.5118,3.7982,0.0307
SB13-06,227,469592.8534,7028588.5256,342.4954,-26.864021579,116.693893092,325.6828,-2557880.6550,5087130.2968,-2864930.0743,15.8471,6.8727,0.0369
SB13-07,193,469591.3378,7028589.5032,342.4801,-26.864012719,116.693877858,325.6675,-2557879.4957,5087131.3610,-2864929.1916,14.3333,7.8544,0.0216
SB13-08,248,469593.5584,7028591.8216,342.5034,-26.863991836,116.693900269,325.6908,-2557881.9645,5087131.3133,-2864927.1378,16.5604,10.1685,0.0449
SB13-09,214,469591.0162,7028591.6363,342.5054,-26.863993453,116.693874673,325.6928,-2557879.6563,5087132.3853,-2864927.2986,14.0167,9.9892,0.0469
SB13-10,159,469589.5032,7028589.9989,342.4978,-26.864008203,116.693859402,325.6852,-2557877.9656,5087132.4011,-2864928.7532,12.4991,8.3548,0.0393
SB13-11,125,469587.7240,7028589.6949,342.5036,-26.864010909,116.693841484,325.6910,-2557876.3162,5087133.0846,-2864929.0233,10.7184,8.0550,0.0451
SB14-01,133,469584.3253,7028593.0616,342.5230,-26.863980438,116.693807351,325.7104,-2557873.9788,5087135.9870,-2864926.0201,7.3263,11.4314,0.0645
SB14-02,167,469586.8891,7028594.5084,342.5245,-26.863967432,116.693833195,325.7120,-2557876.5666,5087135.4163,-2864924.7351,9.8947,12.8726,0.0661
SB14-03,112,469585.1055,7028591.5111,342.4881,-26.863994455,116.693815167,325.6755,-2557874.3435,5087134.9832,-2864927.3898,8.1030,9.8783,0.0296
SB14-04,146,469587.0229,7028591.3020,342.5231,-26.863996385,116.693834464,325.7105,-2557876.0275,5087134.0633,-2864927.5964,10.0208,9.6644,0.0646
SB14-05,180,469589.2079,7028591.8363,342.5063,-26.863991608,116.693856474,325.6937,-2557878.0823,5087133.2810,-2864927.1167,12.2081,10.1937,0.0478
SB14-06,201,469588.0253,7028593.1194,342.5134,-26.863979997,116.693844600,325.7008,-2557877.2921,5087134.3361,-2864925.9722,11.0281,11.4802,0.0549
SB14-07,235,469590.6650,7028593.3788,342.4797,-26.863977713,116.693871180,325.6671,-2557879.6899,5087133.2248,-2864925.7311,13.6696,11.7334,0.0212
SB14-08,256,469588.7762,7028596.6186,342.5040,-26.863948420,116.693852244,325.6915,-2557878.6773,5087135.4000,-2864922.8466,11.7877,14.9792,0.0456
SB14-09,222,469586.9869,7028596.3828,342.5096,-26.863950511,116.693834226,325.6971,-2557877.0327,5087136.1153,-2864923.0558,9.9971,14.7475,0.0511
SB14-10,243,469585.7650,7028597.7195,342.5162,-26.863938416,116.693821957,325.7037,-2557876.2182,5087137.2094,-2864921.8632,8.7779,16.0878,0.0578
SB14-11,188,469584.8538,7028596.0049,342.5225,-26.863953876,116.693812743,325.7099,-2557875.0548,5087136.9341,-2864923.3942,7.8622,14.3746,0.0640
SB15-01,20,469582.4066,7028581.0057,342.5263,-26.864089245,116.693787742,325.7136,-2557869.7916,5087131.9975,-2864936.7770,5.3776,-0.6252,0.0677
SB15-02,41,469585.0853,7028582.4225,342.4609,-26.864076512,116.693814743,325.6483,-2557872.4492,5087131.3096,-2864935.4887,8.0609,0.7858,0.0023
SB15-03,33,469583.6392,7028579.6800,342.5297,-26.864101241,116.693800118,325.7170,-2557870.6220,5087130.9111,-2864937.9643,6.6075,-1.9544,0.0711
SB15-04,54,469585.3711,7028580.7455,342.4809,-26.864091659,116.693817580,325.6682,-2557872.3683,5087130.5213,-2864936.9950,8.3428,-0.8926,0.0223
SB15-05,88,469587.8372,7028579.1201,342.5276,-26.864106388,116.693842366,325.7148,-2557874.2564,5087128.7930,-2864938.4721,10.8060,-2.5248,0.0689
SB15-06,75,469588.1065,7028581.2858,342.5095,-26.864086841,116.693845129,325.6968,-2557874.9343,5087129.5297,-2864936.5317,11.0807,-0.3588,0.0509
SB15-07,117,469589.1958,7028585.0135,342.4812,-26.864053208,116.693856186,325.6685,-2557876.6611,5087130.5181,-2864933.1944,12.1795,3.3679,0.0226
SB15-08,83,469586.4754,7028586.2592,342.5194,-26.864041902,116.693828831,325.7068,-2557874.5020,5087132.2756,-2864932.0941,9.4609,4.6207,0.0609
SB15-09,62,469586.5165,7028584.5091,342.4908,-26.864057704,116.693829202,325.6782,-2557874.1680,5087131.5293,-2864933.6431,9.4978,2.8698,0.0322
SB15-10,28,469582.8479,7028583.0903,342.5058,-26.864070434,116.693792235,325.6931,-2557870.6055,5087132.6221,-2864934.9082,5.8241,1.4592,0.0472
SB16-01,44,469581.2185,7028587.9192,342.4917,-26.864026800,116.693775950,325.6790,-2557870.1354,5087135.2899,-2864930.5887,4.2057,6.2942,0.0331
SB16-02,23,469580.6888,7028585.5348,342.5054,-26.864048316,116.693770559,325.6927,-2557869.1783,5087134.5789,-2864932.7217,3.6700,3.9100,0.0468
SB16-03,36,469582.4953,7028585.4836,342.5018,-26.864048818,116.693788744,325.6891,-2557870.7801,5087133.7418,-2864932.7697,5.4771,3.8544,0.0432
SB16-04,57,469582.9619,7028587.9183,342.4926,-26.864026846,116.693793501,325.6799,-2557871.6930,5087134.5050,-2864930.5937,5.9499,6.2890,0.0340
