#S9-1
#Lat: -26.880905847
#Lon: 116.748358225
#HAE: 333.4073
#Datum: WGS84
#Epoch: 2024.2
#SB-Antenna,EEP,Easting,Northing,AHD,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z,E,N,U
SB03-01,239,474989.6129,7026725.1445,350.1416,-26.880952628,116.748184499,333.3049,-2562321.2863,5083953.0699,-2866607.0133,-17.2622,-5.1837,-0.1024
SB03-02,205,474991.3622,7026724.6990,350.1614,-26.880956681,116.748202103,333.3246,-2562322.7649,5083952.1171,-2866607.4229,-15.5130,-5.6329,-0.0826
SB03-03,226,474990.2725,7026721.2707,350.1661,-26.880987615,116.748191062,333.3293,-2562321.0896,5083951.2306,-2866610.4823,-16.6101,-9.0606,-0.0780
SB03-04,171,474993.0477,7026723.2515,350.1697,-26.880969780,116.748219043,333.3330,-2562323.9760,5083950.7801,-2866608.7213,-13.8297,-7.0843,-0.0743
SB03-05,192,474991.9920,7026721.8665,350.1605,-26.880982266,116.748208387,333.3237,-2562322.7452,5083950.6906,-2866609.9511,-14.8886,-8.4679,-0.0836
SB03-06,158,474995.9211,7026721.3293,350.1789,-26.880987187,116.748247937,333.3421,-2562326.1509,5083948.7165,-2866610.4458,-10.9588,-9.0131,-0.0652
SB03-07,137,474994.6880,7026723.9849,350.1795,-26.880963188,116.748235574,333.3428,-2562325.5954,5083950.3436,-2866608.0742,-12.1872,-6.3539,-0.0645
SB03-08,124,474997.8869,7026721.2132,350.1973,-26.880988270,116.748267726,333.3605,-2562327.8899,5083947.7976,-2866610.5612,-8.9924,-9.1332,-0.0468
SB03-09,103,474996.7493,7026723.4802,350.1892,-26.880967782,116.748256317,333.3524,-2562327.3363,5083949.2180,-2866608.5326,-10.1260,-6.8629,-0.0548
SB03-10,116,474995.3382,7026725.7611,350.1789,-26.880947163,116.748242156,333.3421,-2562326.5405,5083950.7657,-2866606.4901,-11.5332,-4.5782,-0.0652
SB03-11,150,474992.9344,7026726.5991,350.1669,-26.880939554,116.748217971,333.3302,-2562324.5613,5083952.1782,-2866605.7327,-13.9363,-3.7350,-0.0771
SB04-01,74,474996.3379,7026729.1342,350.1869,-26.880916726,116.748252289,333.3502,-2562328.1292,5083951.6806,-2866603.4856,-10.5263,-1.2056,-0.0570
SB04-02,95,474995.2692,7026727.6218,350.1674,-26.880930363,116.748241498,333.3307,-2562326.8564,5083951.5376,-2866604.8245,-11.5985,-2.7166,-0.0766
SB04-03,82,474997.2284,7026725.3432,350.1945,-26.880950970,116.748261179,333.3578,-2562328.1489,5083949.7571,-2866606.8735,-9.6430,-5.0000,-0.0495
SB04-04,61,474998.2129,7026726.9020,350.2165,-26.880936914,116.748271122,333.3798,-2562329.3570,5083949.9587,-2866605.4942,-8.6549,-3.4425,-0.0275
SB04-05,48,475000.0779,7026726.9792,350.2277,-26.880936251,116.748289902,333.3910,-2562331.0427,5083949.1575,-2866605.4337,-6.7889,-3.3690,-0.0163
SB04-06,27,475001.7661,7026727.7043,350.2474,-26.880929734,116.748306914,333.4107,-2562332.7071,5083948.7040,-2866604.7985,-5.0985,-2.6469,0.0034
SB04-07,40,474998.6853,7026728.9484,350.1970,-26.880918447,116.748275919,333.3603,-2562330.1912,5083950.5549,-2866603.6602,-8.1783,-1.3962,-0.0469
SB04-08,19,475001.4552,7026729.9230,350.2272,-26.880909697,116.748303827,333.3905,-2562332.8770,5083949.7224,-2866602.8090,-5.4052,-0.4266,-0.0167
SB04-09,53,474998.0617,7026730.6282,350.2204,-26.880903268,116.748269674,333.3837,-2562329.9887,5083951.5319,-2866602.1706,-8.7988,0.2857,-0.0236
SB04-10,66,474997.6774,7026732.3943,350.1786,-26.880887316,116.748265840,333.3420,-2562329.9915,5083952.3838,-2866600.5751,-9.1798,2.0533,-0.0653
SB04-11,87,474995.8035,7026730.9439,350.1897,-26.880900378,116.748246944,333.3530,-2562328.0247,5083952.6533,-2866601.8710,-11.0574,0.6060,-0.0543
SB05-01,79,474997.0438,7026735.1160,350.1799,-26.880862732,116.748259516,333.3432,-2562329.9851,5083953.7675,-2866598.1459,-9.8082,4.7775,-0.0640
SB05-02,45,474999.2350,7026733.2725,350.2222,-26.880879415,116.748281540,333.3855,-2562331.5802,5083952.0699,-2866599.8139,-7.6198,2.9288,-0.0218
SB05-03,32,475000.0190,7026731.4890,350.2336,-26.880895532,116.748289399,333.3969,-2562331.9187,5083951.0065,-2866601.4119,-6.8389,1.1430,-0.0103
SB05-04,24,475001.1568,7026732.9015,350.2298,-26.880882799,116.748300882,333.3931,-2562333.2232,5083951.0595,-2866600.1518,-5.6979,2.5538,-0.0141
SB05-05,16,475003.8448,7026733.3032,350.2400,-26.880879221,116.748327955,333.4034,-2562335.7102,5083950.0171,-2866599.8028,-3.0078,2.9503,-0.0039
SB05-06,29,475003.7743,7026735.1749,350.2283,-26.880862321,116.748327283,333.3917,-2562336.0269,5083950.7939,-2866598.1272,-3.0746,4.8230,-0.0156
SB05-07,37,475001.0561,7026735.0035,350.2479,-26.880863819,116.748299911,333.4113,-2562333.5723,5083951.9666,-2866598.2841,-5.7943,4.6570,0.0040
SB05-08,58,474999.2487,7026735.2651,350.2277,-26.880861425,116.748281719,333.3911,-2562332.0039,5083952.8712,-2866598.0384,-7.6021,4.9223,-0.0162
SB05-09,71,475000.0006,7026738.2575,350.2329,-26.880834421,116.748289349,333.3964,-2562333.2920,5083953.7423,-2866595.3718,-6.8439,7.9145,-0.0109
SB05-10,92,474998.7589,7026737.0336,350.2098,-26.880845449,116.748276822,333.3732,-2562331.9225,5083953.7906,-2866596.4513,-8.0886,6.6925,-0.0341
SB06-01,213,474993.5549,7026718.8306,350.1645,-26.881009705,116.748224062,333.3277,-2562323.5190,5083948.7652,-2866612.6648,-13.3311,-11.5083,-0.0796
SB06-02,247,474991.3267,7026719.3533,350.1650,-26.881004945,116.748201638,333.3282,-2562321.6368,5083949.9814,-2866612.1947,-15.5592,-10.9809,-0.0791
SB06-03,234,474994.8384,7026716.8739,350.2065,-26.881027394,116.748236946,333.3696,-2562324.2801,5083947.4311,-2866614.4321,-12.0509,-13.4684,-0.0377
SB06-04,255,474996.4272,7026714.4634,350.2340,-26.881049185,116.748252894,333.3971,-2562325.2149,5083945.7648,-2866616.5983,-10.4662,-15.8830,-0.0102
SB06-05,221,474998.0114,7026715.0299,350.2078,-26.881044100,116.748268856,333.3710,-2562326.7354,5083945.2577,-2866616.0838,-8.8801,-15.3195,-0.0363
SB06-06,200,474996.2619,7026717.9027,350.1931,-26.881018131,116.748251299,333.3563,-2562325.7572,5083947.1930,-2866613.5106,-10.6247,-12.4419,-0.0510
SB06-07,166,474998.0363,7026717.1252,350.2001,-26.881025182,116.748269149,333.3633,-2562327.1849,5083946.0848,-2866614.2107,-8.8510,-13.2233,-0.0440
SB06-08,132,475000.2794,7026718.8557,350.2128,-26.881009598,116.748291768,333.3760,-2562329.5484,5083945.7806,-2866612.6762,-6.6035,-11.4965,-0.0313
SB06-09,111,474999.7546,7026720.4990,350.1957,-26.880994752,116.748286517,333.3589,-2562329.4104,5083946.6661,-2866611.2011,-7.1253,-9.8514,-0.0484
SB06-10,145,474997.7520,7026718.9485,350.1988,-26.881008715,116.748266323,333.3620,-2562327.3049,5083946.9469,-2866612.5825,-9.1318,-11.3986,-0.0453
SB06-11,179,474995.2067,7026719.6325,350.1856,-26.881002494,116.748240709,333.3489,-2562325.1672,5083948.3602,-2866611.9618,-11.6769,-10.7093,-0.0584
SB07-01,69,474999.6338,7026724.0860,350.2201,-26.880962364,116.748285372,333.3834,-2562330.0490,5083948.1857,-2866608.0111,-7.2390,-6.2626,-0.0239
SB07-02,90,474999.3285,7026722.3636,350.2153,-26.880977910,116.748282264,333.3785,-2562329.4207,5083947.6253,-2866609.5454,-7.5479,-7.9852,-0.0288
SB07-03,56,475001.8014,7026723.8303,350.2145,-26.880964712,116.748307191,333.3777,-2562331.9298,5083947.1004,-2866608.2406,-5.0710,-6.5227,-0.0296
SB07-04,77,475001.9087,7026721.0971,350.2121,-26.880989391,116.748308217,333.3753,-2562331.4634,5083945.9485,-2866610.6786,-4.9690,-9.2573,-0.0320
SB07-05,64,475004.5142,7026720.8604,350.2174,-26.880991575,116.748334445,333.3806,-2562333.7435,5083944.6821,-2866610.8969,-2.3629,-9.4993,-0.0266
SB07-06,43,475004.0014,7026723.3143,350.2230,-26.880969410,116.748329332,333.3862,-2562333.7919,5083945.9068,-2866608.7087,-2.8710,-7.0432,-0.0211
SB07-07,30,475005.7363,7026723.8355,350.2184,-26.880964735,116.748346810,333.3817,-2562335.4462,5083945.3307,-2866608.2447,-1.1343,-6.5253,-0.0256
SB07-08,9,475005.8667,7026727.0750,350.2531,-26.880935489,116.748348188,333.4164,-2562336.2419,5083946.6052,-2866605.3699,-0.9974,-3.2846,0.0091
SB07-09,22,475003.4796,7026725.2350,350.1983,-26.880952059,116.748324116,333.3615,-2562333.7104,5083946.8967,-2866606.9827,-3.3892,-5.1207,-0.0457
SB07-10,14,475003.4507,7026727.2360,350.2552,-26.880933992,116.748323865,333.4185,-2562334.1183,5083947.7616,-2866605.2229,-3.4142,-3.1187,0.0112
SB07-11,35,475001.0880,7026725.5295,350.2354,-26.880949358,116.748300043,333.3987,-2562331.6501,5083948.1237,-2866606.7326,-5.7813,-4.8214,-0.0086
SB08-01,153,475001.4911,7026716.9950,350.2154,-26.881026420,116.748303930,333.3786,-2562330.2494,5083944.4862,-2866614.3399,-5.3950,-13.3604,-0.0287
SB08-02,187,474999.9242,7026715.5431,350.1941,-26.881039500,116.748288125,333.3573,-2562328.5434,5083944.5908,-2866615.6231,-6.9655,-14.8098,-0.0500
SB08-03,242,475000.5008,7026713.9057,350.2262,-26.881054294,116.748293898,333.3893,-2562328.7349,5083943.6963,-2866617.0997,-6.3919,-16.4491,-0.0180
SB08-04,208,475002.2248,7026713.5130,350.2326,-26.881057871,116.748311248,333.3957,-2562330.1964,5083942.7654,-2866617.4561,-4.6679,-16.8454,-0.0116
SB08-05,229,475003.6453,7026712.2088,350.2766,-26.881069672,116.748325524,333.4398,-2562331.2146,5083941.6341,-2866618.6423,-3.2494,-18.1530,0.0324
SB08-06,174,475003.7572,7026715.5030,350.2285,-26.881039931,116.748326717,333.3917,-2562331.9718,5083942.8730,-2866615.6812,-3.1308,-14.8576,-0.0156
SB08-07,140,475004.7827,7026716.9357,350.2321,-26.881027014,116.748337071,333.3953,-2562333.1832,5083942.9908,-2866614.4062,-2.1020,-13.4262,-0.0120
SB08-08,85,475004.5714,7026718.9524,350.2192,-26.881008803,116.748334984,333.3824,-2562333.4035,5083943.8886,-2866612.6004,-2.3094,-11.4083,-0.0249
SB08-09,119,475003.1568,7026717.8691,350.2311,-26.881018558,116.748320719,333.3943,-2562331.9227,5083944.0996,-2866613.5700,-3.7267,-12.4892,-0.0130
SB08-10,98,475002.9162,7026719.6349,350.2100,-26.881002610,116.748318332,333.3732,-2562332.0619,5083944.9031,-2866611.9843,-3.9640,-10.7221,-0.0341
SB09-01,38,475007.5128,7026722.8875,350.2331,-26.880973326,116.748364678,333.3964,-2562336.8439,5083944.1590,-2866609.1004,0.6411,-7.4772,-0.0109
SB09-02,51,475005.9027,7026722.0293,350.2366,-26.880981046,116.748348449,333.3998,-2562335.2312,5083944.5421,-2866609.8649,-0.9714,-8.3326,-0.0075
SB09-03,72,475006.2936,7026720.2712,350.2245,-26.880996926,116.748352350,333.3878,-2562335.2144,5083943.6477,-2866611.4290,-0.5838,-10.0922,-0.0195
SB09-04,93,475008.0834,7026718.6430,350.2462,-26.881011659,116.748370338,333.4094,-2562336.4870,5083942.2013,-2866612.8949,1.2036,-11.7248,0.0021
SB09-05,59,475009.2926,7026722.0484,350.2193,-26.880980934,116.748382580,333.3825,-2562338.2553,5083943.0070,-2866609.8461,2.4200,-8.3203,-0.0247
SB09-06,80,475010.9408,7026720.3922,350.2502,-26.880995917,116.748399142,333.4135,-2562339.3994,5083941.6206,-2866611.3410,4.0656,-9.9805,0.0062
SB09-07,67,475012.0888,7026721.8051,350.2749,-26.880983181,116.748410729,333.4381,-2562340.7246,5083941.6919,-2866610.0933,5.2170,-8.5692,0.0308
SB09-08,46,475010.7563,7026723.0602,350.2325,-26.880971825,116.748397337,333.3958,-2562339.7754,5083942.7651,-2866608.9518,3.8863,-7.3109,-0.0115
SB09-09,25,475008.7244,7026724.2488,350.2160,-26.880961057,116.748376903,333.3793,-2562338.1985,5083944.1475,-2866607.8801,1.8559,-6.1178,-0.0280
SB09-10,12,475008.3367,7026726.9770,350.2447,-26.880936418,116.748373054,333.4080,-2562338.4241,5083945.4449,-2866605.4579,1.4735,-3.3876,0.0007
SB09-11,17,475006.7223,7026725.4914,350.2383,-26.880949802,116.748356770,333.4016,-2562336.6748,5083945.5692,-2866606.7778,-0.1446,-4.8706,-0.0057
SB10-01,161,475006.0242,7026715.7515,350.2222,-26.881037728,116.748349547,333.3854,-2562334.0447,5083941.9456,-2866615.4606,-0.8623,-14.6134,-0.0219
SB10-02,195,475004.8578,7026714.1135,350.2582,-26.881052496,116.748337770,333.4213,-2562332.6812,5083941.8402,-2866616.9364,-2.0325,-16.2498,0.0140
SB10-03,250,475005.7137,7026710.9911,350.2725,-26.881080703,116.748346326,333.4356,-2562332.8100,5083940.2070,-2866619.7307,-1.1824,-19.3754,0.0283
SB10-04,216,475007.1612,7026713.2249,350.3008,-26.881060560,116.748360944,333.4640,-2562334.5727,5083940.4770,-2866617.7527,0.2702,-17.1434,0.0567
SB10-05,237,475010.3044,7026711.5374,350.2959,-26.881075853,116.748392557,333.4591,-2562337.0310,5083938.3752,-2866619.2620,3.4114,-18.8380,0.0518
SB10-06,182,475008.1097,7026714.8178,350.2876,-26.881046195,116.748370526,333.4507,-2562335.7415,5083940.6806,-2866616.3270,1.2223,-15.5517,0.0434
SB10-07,252,475010.4652,7026713.6641,350.3068,-26.881056655,116.748394219,333.4699,-2562337.6157,5083939.1684,-2866617.3694,3.5765,-16.7107,0.0626
SB10-08,148,475009.5935,7026715.9276,350.2929,-26.881036202,116.748385487,333.4561,-2562337.2965,5083940.4629,-2866615.3417,2.7089,-14.4444,0.0488
SB10-09,114,475010.6742,7026718.6408,350.2678,-26.881011725,116.748396423,333.4310,-2562338.8087,5083941.0490,-2866612.9112,3.7954,-11.7321,0.0237
SB10-10,127,475007.4793,7026716.9272,350.2601,-26.881027139,116.748364221,333.4233,-2562335.6007,5083941.7933,-2866614.4311,0.5957,-13.4401,0.0160
SB10-11,106,475006.3209,7026718.2518,350.2003,-26.881015159,116.748352584,333.3635,-2562334.8143,5083942.8021,-2866613.2201,-0.5605,-12.1126,-0.0438
SB11-01,135,475012.8815,7026717.5259,350.2860,-26.881021831,116.748418624,333.4492,-2562340.5581,5083939.6185,-2866613.9183,6.0015,-12.8519,0.0419
SB11-02,169,475011.8195,7026716.0567,350.2976,-26.881035076,116.748407902,333.4608,-2562339.3127,5083939.5146,-2866615.2326,4.9361,-14.3196,0.0535
SB11-03,190,475014.6272,7026715.9224,350.3104,-26.881036339,116.748436169,333.4735,-2562341.7976,5083938.2041,-2866615.3632,7.7449,-14.4596,0.0662
SB11-04,224,475014.5101,7026713.4155,350.3403,-26.881058971,116.748434940,333.5035,-2562341.1901,5083937.2704,-2866617.6135,7.6227,-16.9673,0.0962
SB11-05,245,475016.1036,7026714.2656,350.3404,-26.881051324,116.748451001,333.5035,-2562342.7878,5083936.8943,-2866616.8578,9.2186,-16.1200,0.0962
SB11-06,211,475017.6889,7026716.5118,350.3389,-26.881031073,116.748467008,333.5021,-2562344.6641,5083937.0833,-2866614.8556,10.8091,-13.8760,0.0948
SB11-07,232,475019.7201,7026716.6730,350.3011,-26.881029654,116.748487461,333.4642,-2562346.4958,5083936.2020,-2866614.6983,12.8414,-13.7188,0.0569
SB11-08,156,475014.6366,7026717.7968,350.2864,-26.881019417,116.748436301,333.4496,-2562342.1812,5083938.9362,-2866613.6798,7.7580,-12.5844,0.0423
SB11-09,122,475014.6115,7026719.9190,350.2849,-26.881000255,116.748436090,333.4481,-2562342.5940,5083939.8018,-2866611.7853,7.7370,-10.4611,0.0408
SB11-10,101,475012.8086,7026720.1018,350.2739,-26.880998573,116.748417942,333.4372,-2562341.0172,5083940.6799,-2866611.6141,5.9337,-10.2747,0.0299
SB12-01,130,475017.7217,7026723.7461,350.2790,-26.880965757,116.748467482,333.4423,-2562346.1550,5083939.9367,-2866608.3731,10.8562,-6.6385,0.0350
SB12-02,109,475016.4995,7026721.6692,350.2868,-26.880984487,116.748455135,333.4501,-2562344.6402,5083939.6571,-2866610.2278,9.6293,-8.7139,0.0428
SB12-03,143,475016.4797,7026719.8209,350.2661,-26.881001174,116.748454899,333.4293,-2562344.2347,5083938.9046,-2866611.8677,9.6059,-10.5630,0.0221
SB12-04,164,475018.3273,7026721.4120,350.2951,-26.880986842,116.748473532,333.4583,-2562346.2228,5083938.7355,-2866610.4643,11.4574,-8.9749,0.0510
SB12-05,177,475017.0725,7026718.2016,350.3068,-26.881015805,116.748460835,333.4700,-2562344.4477,5083938.0169,-2866613.3321,10.1957,-12.1842,0.0627
SB12-06,198,475019.7398,7026718.5880,350.3608,-26.881012364,116.748487698,333.5240,-2562346.9307,5083937.0125,-2866613.0165,12.8650,-11.8030,0.1167
SB12-07,219,475020.7842,7026720.0602,350.3403,-26.880999091,116.748498243,333.5036,-2562348.1574,5083937.1185,-2866611.6954,13.9128,-10.3322,0.0963
SB12-08,253,475021.3310,7026717.4571,350.3286,-26.881022603,116.748503696,333.4918,-2562348.1064,5083935.8133,-2866614.0139,14.4546,-12.9375,0.0845
SB12-09,240,475023.3943,7026721.5066,350.2833,-26.880986078,116.748524551,333.4466,-2562350.7623,5083936.4787,-2866610.3835,16.5269,-8.8903,0.0393
SB12-10,185,475021.3459,7026721.9580,350.3300,-26.880981967,116.748503936,333.4932,-2562349.0445,5083937.6218,-2866609.9982,14.4785,-8.4347,0.0859
SB12-11,96,475016.7840,7026725.2157,350.2389,-26.880952472,116.748458070,333.4021,-2562345.6033,5083940.9200,-2866607.0419,9.9210,-5.1664,-0.0051
SB13-01,104,475018.8152,7026729.3783,350.3119,-26.880914926,116.748478604,333.4752,-2562348.3013,5083941.7396,-2866603.3641,11.9614,-1.0061,0.0679
SB13-02,138,475020.1139,7026726.6688,350.2969,-26.880939412,116.748491626,333.4602,-2562348.8985,5083940.0498,-2866605.7774,13.2553,-3.7193,0.0529
SB13-03,151,475020.3086,7026724.3559,350.3070,-26.880960298,116.748493540,333.4703,-2562348.6015,5083939.0379,-2866607.8462,13.4455,-6.0336,0.0630
SB13-04,172,475021.5691,7026725.6890,350.3221,-26.880948284,116.748506258,333.4854,-2562350.0070,5083939.0186,-2866606.6657,14.7092,-4.7024,0.0781
SB13-05,206,475022.2998,7026723.4512,350.3125,-26.880968502,116.748513570,333.4758,-2562350.1960,5083937.7794,-2866608.6595,15.4357,-6.9427,0.0685
SB13-06,227,475023.6034,7026726.2928,350.3332,-26.880942870,116.748526752,333.4965,-2562351.9520,5083938.3532,-2866606.1356,16.7456,-4.1025,0.0892
SB13-07,193,475022.9996,7026727.9918,350.3277,-26.880927519,116.748520707,333.4910,-2562351.7595,5083939.3059,-2866604.6159,16.1449,-2.4015,0.0837
SB13-08,248,475026.2191,7026728.4730,350.2885,-26.880923232,116.748553132,333.4518,-2562354.7176,5083938.0164,-2866604.1745,19.3668,-1.9264,0.0445
SB13-09,214,475024.0710,7026729.8545,350.3318,-26.880910720,116.748531532,333.4951,-2562353.1004,5083939.5766,-2866602.9575,17.2205,-0.5400,0.0878
SB13-10,159,475021.8351,7026729.4970,350.3355,-26.880913908,116.748509012,333.4989,-2562351.0319,5083940.4441,-2866603.2742,14.9828,-0.8933,0.0916
SB13-11,125,475020.2661,7026730.3007,350.3074,-26.880906624,116.748493231,333.4707,-2562349.7845,5083941.4534,-2866602.5416,13.4147,-0.0861,0.0634
SB14-01,133,475019.6109,7026735.0888,350.2615,-26.880863382,116.748486730,333.4249,-2562350.1643,5083943.6422,-2866598.2471,12.7688,4.7054,0.0176
SB14-02,167,475022.4690,7026734.6674,350.3149,-26.880867237,116.748515498,333.4783,-2562352.6515,5083942.2257,-2866598.6522,15.6273,4.2782,0.0710
SB14-03,112,475019.2327,7026733.3577,350.2669,-26.880879005,116.748482888,333.4302,-2562349.4733,5083943.1193,-2866599.7936,12.3870,2.9743,0.0229
SB14-04,146,475020.6968,7026732.0069,350.3031,-26.880891227,116.748497602,333.4665,-2562350.5178,5083941.9434,-2866601.0179,13.8491,1.6200,0.0592
SB14-05,180,475022.7020,7026731.1309,350.3383,-26.880899172,116.748517773,333.5016,-2562352.1426,5083940.7138,-2866601.8190,15.8534,0.7396,0.0943
SB14-06,201,475022.5377,7026732.8744,350.3145,-26.880883427,116.748516154,333.4779,-2562352.3444,5083941.4717,-2866600.2522,15.6925,2.4842,0.0706
SB14-07,235,475024.8261,7026731.5193,350.3006,-26.880895703,116.748539168,333.4639,-2562354.1041,5083939.8822,-2866601.4591,17.9792,1.1240,0.0566
SB14-08,256,475025.2542,7026735.2185,350.2976,-26.880862312,116.748543552,333.4610,-2562355.2448,5083941.1776,-2866598.1576,18.4149,4.8240,0.0537
SB14-09,222,475023.7060,7026736.1299,350.3105,-26.880854056,116.748527982,333.4739,-2562354.0546,5083942.2536,-2866597.3475,16.8678,5.7388,0.0666
SB14-10,243,475023.5336,7026737.9601,350.3133,-26.880837528,116.748526283,333.4768,-2562354.2778,5083943.0713,-2866595.7152,16.6990,7.5702,0.0695
SB14-11,188,475021.7915,7026737.0706,350.2796,-26.880845528,116.748508724,333.4430,-2562352.5258,5083943.4718,-2866596.4907,14.9543,6.6837,0.0357
SB15-01,20,475010.8182,7026726.6404,350.2444,-26.880939502,116.748398033,333.4077,-2562340.5708,5083944.1896,-2866605.7626,3.9554,-3.7293,0.0005
SB15-02,41,475013.7624,7026726.0936,350.2726,-26.880944492,116.748427665,333.4359,-2562343.0989,5083942.6637,-2866606.2685,6.8998,-4.2822,0.0286
SB15-03,33,475010.9876,7026724.8277,350.2564,-26.880955871,116.748399702,333.4197,-2562340.3546,5083943.3922,-2866607.3858,4.1213,-5.5431,0.0124
SB15-04,54,475012.9458,7026724.6047,350.2398,-26.880957919,116.748419414,333.4031,-2562342.0508,5083942.4058,-2866607.5808,6.0800,-5.7701,-0.0042
SB15-05,88,475013.9819,7026721.8641,350.2871,-26.880982682,116.748429791,333.4504,-2562342.4322,5083940.8715,-2866610.0495,7.1111,-8.5139,0.0431
SB15-06,75,475015.4950,7026723.3735,350.2408,-26.880969082,116.748445055,333.4041,-2562344.0747,5083940.7604,-2866608.6844,8.6278,-7.0069,-0.0032
SB15-07,117,475018.5950,7026725.7667,350.2926,-26.880947530,116.748476315,333.4559,-2562347.3552,5083940.3680,-2866606.5778,11.7339,-4.6188,0.0486
SB15-08,83,475017.1924,7026728.3173,350.2619,-26.880924476,116.748462244,333.4252,-2562346.6142,5083942.0042,-2866604.2854,10.3357,-2.0643,0.0179
SB15-09,62,475016.1715,7026726.9020,350.2631,-26.880937236,116.748451937,333.4263,-2562345.4124,5083941.8952,-2866605.5470,9.3116,-3.4782,0.0191
SB15-10,28,475012.4137,7026728.0227,350.2590,-26.880927050,116.748414125,333.4223,-2562342.2853,5083944.0387,-2866604.5385,5.5544,-2.3495,0.0150
SB16-01,44,475014.0027,7026732.8899,350.2675,-26.880883135,116.748430221,333.4308,-2562344.7072,5083945.2904,-2866600.2020,7.1538,2.5167,0.0236
SB16-02,23,475012.1813,7026731.2714,350.2530,-26.880897714,116.748411849,333.4163,-2562342.7424,5083945.4481,-2866601.6364,5.3283,0.9011,0.0090
SB16-03,36,475013.5443,7026730.1668,350.2612,-26.880907712,116.748425550,333.4245,-2562343.7360,5083944.3947,-2866602.6282,6.6897,-0.2067,0.0173
