#S9-6
#SB-Antenna,Easting,Northing,HAE,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z
SB01-01,474936.9200,7026817.7029,333.4376,-26.880118200,116.747654188,333.4376,-2562293.0987,5084014.2228,-2866524.6029
SB01-02,474932.7951,7026818.0790,333.4376,-26.880114730,116.747612665,333.4376,-2562289.4925,5084016.2349,-2866524.2599
SB01-03,474933.6213,7026819.6683,333.4376,-26.880100395,116.747621015,333.4376,-2562290.5566,5084016.5028,-2866522.8432
SB01-04,474931.7261,7026822.4629,333.4376,-26.880075130,116.747601990,333.4376,-2562289.4381,5084018.4839,-2866520.3461
SB01-05,474930.3518,7026821.0688,333.4376,-26.880087692,116.747588125,333.4376,-2562287.9246,5084018.5419,-2866521.5877
SB01-06,474931.4731,7026819.4769,333.4376,-26.880102085,116.747599383,333.4376,-2562288.5990,5084017.3946,-2866523.0102
SB01-07,474928.8517,7026818.1840,333.4376,-26.880113711,116.747572963,333.4376,-2562285.9926,5084018.0560,-2866524.1592
SB01-08,474931.0193,7026817.5996,333.4376,-26.880119026,116.747594776,333.4376,-2562287.8083,5084016.8427,-2866524.6846
SB01-09,474930.7828,7026815.5726,333.4376,-26.880137323,116.747592354,333.4376,-2562287.1808,5084016.1324,-2866526.4930
SB01-10,474934.2311,7026817.1099,333.4376,-26.880123505,116.747627104,333.4376,-2562290.5758,5084015.1966,-2866525.1273
SB02-01,474938.0191,7026821.7058,333.4376,-26.880082079,116.747665334,333.4376,-2562294.9022,5084015.3403,-2866521.0329
SB02-02,474939.3120,7026823.7693,333.4376,-26.880063472,116.747678393,333.4376,-2562296.4805,5084015.5887,-2866519.1938
SB02-03,474936.6031,7026822.8427,333.4376,-26.880071788,116.747651101,333.4376,-2562293.8712,5084016.4372,-2866520.0158
SB02-04,474937.8501,7026825.7673,333.4376,-26.880045405,116.747663714,333.4376,-2562295.5853,5084017.0534,-2866517.4083
SB02-05,474936.6444,7026827.0418,333.4376,-26.880033877,116.747651601,333.4376,-2562294.7704,5084018.1109,-2866516.2688
SB02-06,474935.5486,7026824.7738,333.4376,-26.880054334,116.747640523,333.4376,-2562293.3262,5084017.6911,-2866518.2908
SB02-07,474933.8963,7026825.9154,333.4376,-26.880043998,116.747623910,333.4376,-2562292.0851,5084018.8964,-2866517.2691
SB02-08,474933.1195,7026824.2824,333.4376,-26.880058727,116.747616056,333.4376,-2562291.0561,5084018.5887,-2866518.7249
SB02-09,474933.6761,7026822.5240,333.4376,-26.880074613,116.747621625,333.4376,-2562291.1921,5084017.6290,-2866520.2950
SB02-10,474935.5873,7026821.2830,333.4376,-26.880085853,116.747640842,333.4376,-2562292.6439,5084016.2667,-2866521.4059
SB02-11,474935.4656,7026818.8397,333.4376,-26.880107910,116.747639568,333.4376,-2562292.0334,5084015.3369,-2866523.5859
SB03-01,474938.5368,7026827.9945,333.4376,-26.880025310,116.747670673,333.4376,-2562296.6559,5084017.6412,-2866515.4221
SB03-02,474936.9713,7026828.9696,333.4376,-26.880016477,116.747654931,333.4376,-2562295.4582,5084018.7404,-2866514.5491
SB03-03,474939.0872,7026831.9272,333.4376,-26.879989812,116.747676294,333.4376,-2562297.9551,5084018.9780,-2866511.9137
SB03-04,474935.8067,7026830.8619,333.4376,-26.879999371,116.747643243,333.4376,-2562294.8069,5084020.0284,-2866512.8584
SB03-05,474937.2507,7026831.8703,333.4376,-26.879990293,116.747657802,333.4376,-2562296.3034,5084019.7834,-2866511.9612
SB03-06,474933.6659,7026833.5676,333.4376,-26.879974904,116.747621743,333.4376,-2562293.4508,5084022.0844,-2866510.4402
SB03-07,474934.0287,7026830.6672,333.4376,-26.880001097,116.747625338,333.4376,-2562293.1791,5084020.7519,-2866513.0290
SB03-08,474931.8288,7026834.2375,333.4376,-26.879968822,116.747603260,333.4376,-2562291.9478,5084023.1831,-2866509.8391
SB03-09,474932.2241,7026831.7142,333.4376,-26.879991612,116.747607189,333.4376,-2562291.7826,5084021.9878,-2866512.0916
SB03-10,474932.8914,7026829.1546,333.4376,-26.880014734,116.747613856,333.4376,-2562291.8529,5084020.6553,-2866514.3768
SB03-11,474934.9412,7026827.6142,333.4376,-26.880028678,116.747634464,333.4376,-2562293.3671,5084019.1098,-2866515.7550
SB04-01,474930.9479,7026826.2077,333.4376,-26.880041305,116.747594230,333.4376,-2562289.5123,5084020.3442,-2866517.0030
SB04-02,474932.3899,7026827.3365,333.4376,-26.880031140,116.747608771,333.4376,-2562291.0317,5084020.1487,-2866515.9983
SB04-03,474931.2001,7026830.1247,333.4376,-26.880005945,116.747596848,333.4376,-2562290.5418,5084021.8091,-2866513.5081
SB04-04,474929.7792,7026828.9126,333.4376,-26.880016863,116.747582517,333.4376,-2562289.0240,5084021.9615,-2866514.5872
SB04-05,474928.0132,7026829.3893,333.4376,-26.880012527,116.747564746,333.4376,-2562287.5449,5084022.9502,-2866514.1587
SB04-06,474926.1627,7026829.1618,333.4376,-26.880014547,116.747546110,333.4376,-2562285.8457,5084023.6932,-2866514.3584
SB04-07,474928.7718,7026827.1052,333.4376,-26.880033163,116.747572338,333.4376,-2562287.7533,5084021.6875,-2866516.1983
SB04-08,474925.8122,7026827.0069,333.4376,-26.880033998,116.747542538,333.4376,-2562285.0902,5084022.9828,-2866516.2808
SB04-09,474928.8524,7026825.3109,333.4376,-26.880049365,116.747573114,333.4376,-2562287.4568,5084020.9280,-2866517.7996
SB04-10,474928.7121,7026823.4528,333.4376,-26.880066138,116.747571664,333.4376,-2562286.9500,5084020.2424,-2866519.4574
SB04-11,474930.9392,7026824.3092,333.4376,-26.880058446,116.747594104,333.4376,-2562289.1146,5084019.5830,-2866518.6971
SB05-01,474928.4927,7026820.6672,333.4376,-26.880091284,116.747569399,333.4376,-2562286.1820,5084019.2187,-2866521.9427
SB05-02,474926.9596,7026823.1437,333.4376,-26.880068898,116.747554013,333.4376,-2562285.3215,5084020.9083,-2866519.7301
SB05-03,474926.7219,7026825.0721,333.4376,-26.880051482,116.747551658,333.4376,-2562285.5053,5084021.7927,-2866518.0089
SB05-04,474925.2218,7026824.0313,333.4376,-26.880060852,116.747536534,333.4376,-2562283.9520,5084022.0499,-2866518.9350
SB05-05,474922.5025,7026824.4378,333.4376,-26.880057133,116.747509164,333.4376,-2562281.6072,5084023.4403,-2866518.5674
SB05-06,474922.0704,7026822.6436,333.4376,-26.880073325,116.747504777,333.4376,-2562280.8528,5084022.9121,-2866520.1677
SB05-07,474924.7235,7026821.9767,333.4376,-26.880079393,116.747531476,333.4376,-2562283.0851,5084021.4466,-2866520.7674
SB05-08,474926.3576,7026821.1841,333.4376,-26.880086579,116.747547913,333.4376,-2562284.3816,5084020.3901,-2866521.4776
SB05-09,474924.7492,7026818.5769,333.4376,-26.880110090,116.747531666,333.4376,-2562282.4098,5084020.0648,-2866523.8013
SB05-10,474926.3327,7026819.3869,333.4376,-26.880102805,116.747547625,333.4376,-2562283.9902,5084019.6770,-2866523.0813
