#S9-6
#Lat: -26.880021362
#Lon: 116.747491053
#HAE: 333.2606
#Datum: WGS84
#Epoch: 2024.2
#SB-Antenna,EEP,Easting,Northing,AHD,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z,E,N,U
SB03-06,158,474933.6466,7026833.5785,350.1121,-26.879972608,116.747623181,333.2766,-2562293.5654,5084021.9946,-2866510.1404,13.1289,5.4023,0.0160
SB03-07,137,474934.0569,7026830.6412,350.1286,-26.879999136,116.747627253,333.2930,-2562293.3352,5084020.6388,-2866512.7697,13.5335,2.4629,0.0324
SB03-08,124,474931.8229,7026834.2275,350.1201,-26.879966716,116.747604832,333.2845,-2562292.0733,5084023.0851,-2866509.5617,11.3057,6.0552,0.0239
SB03-09,103,474932.2035,7026831.7251,350.1250,-26.879989317,116.747608614,333.2894,-2562291.9013,5084021.9088,-2866511.7976,11.6815,3.5509,0.0288
SB03-10,116,474932.9356,7026829.1573,350.1107,-26.880012513,116.747615934,333.2751,-2562292.0221,5084020.5323,-2866514.0838,12.4089,0.9805,0.0145
SB03-11,150,474934.9486,7026827.6253,350.1064,-26.880026381,116.747636170,333.2708,-2562293.5032,5084019.0035,-2866515.4525,14.4196,-0.5561,0.0102
SB04-01,74,474930.9403,7026826.1955,350.1449,-26.880039219,116.747595785,333.3093,-2562289.6457,5084020.2658,-2866516.7387,10.4067,-1.9786,0.0487
SB04-02,95,474932.3770,7026827.3599,350.1199,-26.880028731,116.747610273,333.2843,-2562291.1577,5084020.0672,-2866515.6908,11.8464,-0.8165,0.0237
SB04-03,82,474931.1946,7026830.1244,350.1162,-26.880003750,116.747598424,333.2806,-2562290.6681,5084021.7117,-2866513.2201,10.6690,1.9516,0.0200
SB04-04,61,474929.7866,7026828.9240,350.1063,-26.880014563,116.747584223,333.2707,-2562289.1603,5084021.8552,-2866514.2844,9.2579,0.7534,0.0101
SB04-05,48,474928.0146,7026829.3707,350.1021,-26.880010498,116.747566391,333.2666,-2562287.6680,5084022.8312,-2866513.8807,7.4860,1.2039,0.0060
SB04-06,27,474926.1399,7026829.1412,350.0802,-26.880012536,116.747547511,333.2446,-2562285.9380,5084023.5668,-2866514.0723,5.6101,0.9780,-0.0160
SB04-07,40,474928.7936,7026827.1151,350.1347,-26.880030877,116.747574189,333.2991,-2562287.9135,5084021.5966,-2866515.9096,8.2609,-1.0543,0.0385
SB04-08,19,474925.8035,7026827.0157,350.1150,-26.880031721,116.747544083,333.2794,-2562285.2151,5084022.8895,-2866515.9841,5.2693,-1.1478,0.0188
SB04-09,53,474928.8540,7026825.2881,350.1647,-26.880047374,116.747574761,333.3290,-2562287.6043,5084020.8569,-2866517.5536,8.3177,-2.8822,0.0684
SB04-10,66,474928.6865,7026823.4868,350.1465,-26.880063634,116.747573038,333.3108,-2562287.0775,5084020.1920,-2866519.1525,8.1465,-4.6840,0.0502
SB04-11,87,474930.9085,7026824.3256,350.1619,-26.880056101,116.747595427,333.3263,-2562289.2401,5084019.5401,-2866518.4149,10.3712,-3.8493,0.0657
SB05-01,79,474928.4890,7026820.6936,350.1774,-26.880088849,116.747570994,333.3417,-2562286.3399,5084019.1799,-2866521.6586,7.9434,-7.4781,0.0811
SB05-02,45,474926.9839,7026823.1290,350.1588,-26.880066834,116.747555889,333.3232,-2562285.4886,5084020.8256,-2866519.4743,6.4424,-5.0385,0.0626
SB05-03,32,474926.6977,7026825.0855,350.1463,-26.880049164,116.747553046,333.3107,-2562285.6297,5084021.7332,-2866517.7223,6.1600,-3.0807,0.0501
SB05-04,24,474925.2164,7026824.0215,350.1550,-26.880058744,116.747538111,333.3193,-2562284.0919,5084021.9795,-2866518.6730,4.6759,-4.1422,0.0587
SB05-05,16,474922.4660,7026824.4477,350.1136,-26.880054847,116.747510427,333.2780,-2562281.7068,5084023.3589,-2866518.2691,1.9252,-3.7103,0.0174
SB05-06,29,474922.0451,7026822.6253,350.1052,-26.880071292,116.747506153,333.2695,-2562280.9533,5084022.8076,-2866519.8907,1.5005,-5.5326,0.0089
SB05-07,37,474924.7544,7026821.9841,350.1075,-26.880077131,116.747533419,333.2718,-2562283.2420,5084021.3289,-2866520.4688,4.2097,-6.1796,0.0112
SB05-08,58,474926.3777,7026821.1631,350.1450,-26.880084572,116.747549745,333.3094,-2562284.5380,5084020.2958,-2866521.2212,5.8320,-7.0041,0.0488
SB05-09,71,474924.7436,7026818.5718,350.1650,-26.880107939,116.747533241,333.3293,-2562282.5546,5084020.0043,-2866523.5397,4.1921,-9.5933,0.0687
SB05-10,92,474926.3289,7026819.4019,350.1226,-26.880100473,116.747549219,333.2870,-2562284.1237,5084019.5901,-2866522.7827,5.7797,-8.7660,0.0264
SB06-01,213,474936.6389,7026835.2824,350.1241,-26.879957279,116.747653343,333.2886,-2562296.5922,5084021.3411,-2866508.6308,16.1260,7.1009,0.0280
SB06-02,247,474938.6386,7026834.0639,350.1290,-26.879968316,116.747673452,333.2935,-2562298.1297,5084019.9520,-2866509.7238,18.1242,5.8780,0.0328
SB06-03,234,474935.9501,7026837.4853,350.1209,-26.879937377,116.747646452,333.2854,-2562296.4283,5084022.5371,-2866506.6623,15.4413,9.3062,0.0248
SB06-04,255,474935.2396,7026840.2621,350.1564,-26.879912293,116.747639353,333.3210,-2562296.3782,5084024.0051,-2866504.1992,14.7359,12.0857,0.0604
SB06-05,221,474933.5264,7026840.2195,350.1347,-26.879912647,116.747622104,333.2993,-2562294.8310,5084024.7434,-2866504.2244,13.0219,12.0465,0.0387
SB06-06,200,474934.3457,7026836.9104,350.1220,-26.879942538,116.747630287,333.2865,-2562294.8779,5084023.0300,-2866507.1730,13.8350,8.7343,0.0259
SB06-07,166,474932.8535,7026838.2005,350.1330,-26.879930864,116.747615288,333.2976,-2562293.8148,5084024.2319,-2866506.0241,12.3447,10.0279,0.0370
SB06-08,132,474930.2037,7026837.1646,350.1332,-26.879940169,116.747588589,333.2977,-2562291.2359,5084025.0097,-2866506.9438,9.6917,8.9968,0.0371
SB06-09,111,474930.2439,7026835.4491,350.1197,-26.879955658,116.747588958,333.2842,-2562290.9140,5084024.2894,-2866508.4686,9.7284,7.2805,0.0236
SB06-10,145,474932.6367,7026836.3720,350.1308,-26.879947369,116.747613069,333.2953,-2562293.2447,5084023.5909,-2866507.6544,12.1241,8.1990,0.0347
SB06-11,179,474934.8506,7026834.9388,350.0855,-26.879960348,116.747635330,333.2499,-2562294.9092,5084021.9786,-2866508.9166,14.3362,6.7608,-0.0107
SB07-01,69,474929.2936,7026832.0042,350.0884,-26.879986744,116.747579322,333.2529,-2562289.3455,5084023.3047,-2866511.5268,8.7709,3.8360,-0.0077
SB07-02,90,474930.1124,7026833.6258,350.1034,-26.879972118,116.747587598,333.2679,-2562290.4156,5084023.6009,-2866510.0881,9.5932,5.4566,0.0073
SB07-03,56,474927.2867,7026832.8770,350.0908,-26.879978828,116.747559133,333.2553,-2562287.7335,5084024.5636,-2866510.7455,6.7649,4.7131,-0.0053
SB07-04,77,474928.0315,7026835.5526,350.1031,-26.879954684,116.747566686,333.2676,-2562288.9530,5084025.3158,-2866508.3648,7.5153,7.3885,0.0070
SB07-05,64,474925.5448,7026836.5502,350.0999,-26.879945632,116.747541669,333.2644,-2562286.9359,5084026.8370,-2866507.4687,5.0295,8.3914,0.0038
SB07-06,43,474925.3841,7026834.0438,350.0899,-26.879968259,116.747540000,333.2544,-2562286.2737,5084025.8914,-2866509.7005,4.8637,5.8843,-0.0062
SB07-07,30,474923.5371,7026834.0229,350.0417,-26.879968414,116.747521404,333.2061,-2562284.6008,5084026.6776,-2866509.6940,3.0159,5.8671,-0.0545
SB07-08,9,474922.4397,7026830.9920,350.0553,-26.879995759,116.747510294,333.2198,-2562283.0038,5084025.9620,-2866512.4029,1.9119,2.8370,-0.0408
SB07-09,22,474925.2971,7026832.0710,350.0447,-26.879986069,116.747539085,333.2092,-2562285.7728,5084025.0995,-2866511.4403,4.7728,3.9108,-0.0514
SB07-10,14,474924.7568,7026830.1303,350.0782,-26.880003581,116.747533606,333.2426,-2562284.9052,5084024.5877,-2866513.1863,4.2283,1.9703,-0.0180
SB07-11,35,474927.4691,7026831.0514,350.1010,-26.879995314,116.747560933,333.2655,-2562287.5256,5084023.7537,-2866512.3795,6.9437,2.8864,0.0049
SB08-01,153,474929.6102,7026839.3111,350.1343,-26.879920778,116.747582656,333.2988,-2562291.1471,5084026.1434,-2866505.0278,9.1022,11.1455,0.0382
SB08-02,187,474931.4969,7026840.2784,350.1455,-26.879912079,116.747601671,333.3100,-2562293.0350,5084025.6911,-2866504.1731,10.9917,12.1094,0.0494
SB08-03,242,474931.4635,7026842.0473,350.1412,-26.879896107,116.747601370,333.3058,-2562293.3667,5084026.4157,-2866502.5926,10.9617,13.8792,0.0451
SB08-04,208,474929.9287,7026842.8517,350.1190,-26.879888817,116.747585934,333.2836,-2562292.1525,5084027.4146,-2866501.8620,9.4279,14.6870,0.0230
SB08-05,229,474928.9757,7026844.5834,350.1201,-26.879873166,116.747576374,333.2846,-2562291.6575,5084028.5431,-2866500.3156,8.4779,16.4213,0.0240
SB08-06,174,474927.8827,7026841.4075,350.1063,-26.879901819,116.747565305,333.2709,-2562290.0237,5084027.7453,-2866503.1414,7.3781,13.2463,0.0103
SB08-07,140,474926.4805,7026840.3346,350.1337,-26.879911481,116.747551165,333.2983,-2562288.5623,5084027.9672,-2866504.1087,5.9731,12.1757,0.0377
SB08-08,85,474926.0907,7026838.3531,350.1033,-26.879929364,116.747547201,333.2678,-2562287.7950,5084027.3202,-2866505.8624,5.5792,10.1941,0.0072
SB08-09,119,474927.7597,7026838.9805,350.1349,-26.879923730,116.747564017,333.2994,-2562289.4269,5084026.8453,-2866505.3199,7.2502,10.8184,0.0388
SB08-10,98,474927.4617,7026837.2099,350.1072,-26.879939711,116.747560982,333.2717,-2562288.7861,5084026.2440,-2866506.8868,6.9486,9.0476,0.0111
SB09-01,38,474922.1104,7026835.4649,350.0736,-26.879955369,116.747507068,333.2380,-2562283.6357,5084027.9278,-2866508.4192,1.5914,7.3125,-0.0225
SB09-02,51,474923.9447,7026835.8308,350.0838,-26.879952099,116.747525543,333.2483,-2562285.3528,5084027.2560,-2866508.1006,3.4272,7.6749,-0.0123
SB09-03,72,474924.0458,7026837.6025,350.1024,-26.879936104,116.747526597,333.2669,-2562285.8145,5084027.9393,-2866506.5282,3.5319,9.4472,0.0063
SB09-04,93,474922.8499,7026839.7259,350.0853,-26.879916912,116.747514599,333.2498,-2562285.1757,5084029.3209,-2866504.6235,2.3397,11.5739,-0.0108
SB09-05,59,474920.6806,7026836.8322,350.0506,-26.879942999,116.747492700,333.2151,-2562282.6304,5084029.1055,-2866507.1862,0.1637,8.6833,-0.0455
SB09-06,80,474919.5295,7026838.8980,350.0759,-26.879924327,116.747481152,333.2404,-2562282.0369,5084030.4774,-2866505.3522,-0.9838,10.7523,-0.0202
SB09-07,67,474918.0589,7026837.8328,350.1013,-26.879933918,116.747466324,333.2658,-2562280.5151,5084030.7316,-2866506.3116,-2.4572,9.6895,0.0052
SB09-08,46,474918.9592,7026836.3266,350.0689,-26.879947532,116.747475358,333.2334,-2562280.9967,5084029.6928,-2866507.6425,-1.5595,8.1809,-0.0272
SB09-09,25,474920.5944,7026834.5642,350.0578,-26.879963475,116.747491786,333.2222,-2562282.0905,5084028.2360,-2866509.2131,0.0729,6.4144,-0.0384
SB09-10,12,474920.1135,7026831.7960,350.0306,-26.879988459,116.747486889,333.1951,-2562281.0817,5084027.3156,-2866511.6702,-0.4137,3.6460,-0.0655
SB09-11,17,474922.0683,7026832.7925,350.0689,-26.879979497,116.747506591,333.2334,-2562283.0474,5084026.8660,-2866510.8017,1.5440,4.6390,-0.0272
SB10-01,161,474925.6411,7026841.8391,350.1054,-26.879897882,116.747542745,333.2700,-2562288.1103,5084028.9296,-2866502.7519,5.1364,13.6825,0.0094
SB10-02,195,474927.2305,7026843.1393,350.1172,-26.879886172,116.747558773,333.2817,-2562289.8013,5084028.7460,-2866501.5998,6.7291,14.9801,0.0211
SB10-03,250,474927.3121,7026846.3198,350.1010,-26.879857457,116.747559659,333.2656,-2562290.5209,5084029.9782,-2866498.7545,6.8171,18.1619,0.0050
SB10-04,216,474925.3151,7026844.5988,350.0867,-26.879872960,116.747539517,333.2513,-2562288.3784,5084030.1740,-2866500.2803,4.8157,16.4441,-0.0093
SB10-05,237,474922.7863,7026847.1284,350.0729,-26.879850076,116.747514108,333.2375,-2562286.6342,5084032.3232,-2866498.0122,2.2909,18.9799,-0.0231
SB10-06,182,474923.9266,7026843.3506,350.1212,-26.879884204,116.747525512,333.2857,-2562286.8960,5084030.3247,-2866501.4071,3.4241,15.1981,0.0251
SB10-07,252,474922.0147,7026845.1432,350.0719,-26.879867986,116.747506299,333.2365,-2562285.5370,5084031.8703,-2866499.7819,1.5150,16.9953,-0.0241
SB10-08,148,474922.2316,7026842.7485,350.1165,-26.879889611,116.747508435,333.2811,-2562285.2569,5084030.8429,-2866501.9394,1.7272,14.5991,0.0205
SB10-09,114,474920.3828,7026840.4868,350.0913,-26.879909998,116.747489774,333.2559,-2562283.1313,5084030.7452,-2866503.9429,-0.1270,12.3400,-0.0047
SB10-10,127,474923.9206,7026841.1747,350.1401,-26.879903850,116.747525408,333.3046,-2562286.4514,5084029.4655,-2866503.3574,3.4138,13.0212,0.0440
SB10-11,106,474924.6671,7026839.5704,350.1031,-26.879918349,116.747532892,333.2677,-2562286.7737,5084028.4527,-2866504.7736,4.1574,11.4147,0.0071
SB11-01,135,474918.5572,7026842.1976,350.1097,-26.879894518,116.747471429,333.2742,-2562281.8598,5084032.2727,-2866502.4213,-1.9499,14.0553,0.0136
SB11-02,169,474919.9885,7026843.3324,350.0963,-26.879884298,116.747485862,333.2609,-2562283.3655,5084032.0739,-2866501.4052,-0.5158,15.1877,0.0003
SB11-03,190,474917.4056,7026844.2613,350.0787,-26.879875865,116.747459875,333.2432,-2562281.2427,5084033.5992,-2866500.5637,-3.0980,16.1222,-0.0174
SB11-04,224,474918.2056,7026846.5882,350.0396,-26.879854870,116.747467976,333.2042,-2562282.4193,5084034.1451,-2866498.4710,-2.2930,18.4485,-0.0564
SB11-05,245,474916.4144,7026846.2572,350.0657,-26.879857827,116.747449936,333.2303,-2562280.7623,5084034.8404,-2866498.7750,-4.0856,18.1210,-0.0303
SB11-06,211,474914.3079,7026844.5819,350.0626,-26.879872915,116.747428693,333.2272,-2562278.5360,5084035.1129,-2866500.2648,-6.1963,16.4491,-0.0334
SB11-07,232,474912.2739,7026845.0074,350.0184,-26.879869037,116.747408222,333.1830,-2562276.7892,5084036.1666,-2866499.8616,-8.2305,16.8788,-0.0777
SB11-08,156,474916.8443,7026842.4612,350.0855,-26.879892108,116.747454188,333.2500,-2562280.3746,5084033.1323,-2866502.1721,-3.6630,14.3224,-0.0106
SB11-09,122,474916.2417,7026840.4283,350.0846,-26.879910451,116.747448080,333.2491,-2562279.4186,5084032.5841,-2866503.9847,-4.2700,12.2898,-0.0115
SB11-10,101,474917.8934,7026839.7267,350.0847,-26.879916815,116.747464695,333.2493,-2562280.7496,5084031.5564,-2866504.6138,-2.6190,11.5846,-0.0113
SB12-01,130,474912.1529,7026837.6951,350.0923,-26.879935055,116.747406857,333.2568,-2562275.2092,5084033.3330,-2866506.4199,-8.3661,9.5635,-0.0038
SB12-02,109,474913.9170,7026839.3189,350.0730,-26.879920425,116.747424652,333.2375,-2562277.1103,5084033.1764,-2866504.9652,-6.5979,11.1846,-0.0231
SB12-03,143,474914.4840,7026841.0762,350.0561,-26.879904569,116.747430395,333.2206,-2562277.9706,5084033.6154,-2866503.3905,-6.0272,12.9415,-0.0400
SB12-04,164,474912.2133,7026840.0757,350.0667,-26.879913562,116.747407514,333.2312,-2562275.7418,5084034.2448,-2866504.2840,-8.3008,11.9451,-0.0294
SB12-05,177,474914.3522,7026842.8361,350.0676,-26.879888678,116.747429104,333.2322,-2562278.2190,5084034.3933,-2866501.8250,-6.1555,14.7025,-0.0285
SB12-06,198,474911.7319,7026843.2181,350.0701,-26.879885182,116.747402730,333.2347,-2562275.9586,5084035.7312,-2866501.4806,-8.7762,15.0898,-0.0259
SB12-07,219,474910.2074,7026842.1072,350.0835,-26.879895184,116.747387358,333.2480,-2562274.3744,5084035.9817,-2866502.4752,-10.3036,13.9815,-0.0126
SB12-08,253,474910.5568,7026844.7650,350.0622,-26.879871194,116.747390929,333.2268,-2562275.2237,5084036.8784,-2866500.0946,-9.9488,16.6398,-0.0338
SB12-09,240,474907.3334,7026841.4832,350.0675,-26.879900767,116.747358410,333.2320,-2562271.6734,5084037.0138,-2866503.0198,-13.1801,13.3629,-0.0286
SB12-10,185,474909.1954,7026840.4643,350.0694,-26.879909999,116.747377136,333.2340,-2562273.1277,5084035.7649,-2866503.9332,-11.3194,12.3399,-0.0266
SB12-11,96,474912.5534,7026835.9873,350.0461,-26.879950481,116.747410855,333.2106,-2562275.1976,5084032.4273,-2866507.9236,-7.9688,7.8542,-0.0500
SB13-01,104,474909.4692,7026832.6382,350.0781,-26.879980663,116.747379736,333.2426,-2562271.7686,5084032.4941,-2866510.9212,-11.0610,4.5097,-0.0180
SB13-02,138,474908.9891,7026835.6043,350.0730,-26.879953875,116.747374962,333.2375,-2562271.9469,5084033.9020,-2866508.2712,-11.5354,7.4782,-0.0231
SB13-03,151,474909.4382,7026837.8437,350.0740,-26.879933664,116.747379528,333.2385,-2562272.8082,5084034.6028,-2866506.2742,-11.0817,9.7176,-0.0221
SB13-04,172,474907.8797,7026836.9712,350.0439,-26.879941514,116.747363819,333.2084,-2562271.2252,5084034.9301,-2866507.0364,-12.6426,8.8478,-0.0522
SB13-05,206,474907.8176,7026839.2976,350.0753,-26.879920508,116.747363241,333.2399,-2562271.6601,5084035.9208,-2866504.9745,-12.7001,11.1754,-0.0208
SB13-06,227,474905.7197,7026836.9715,350.0534,-26.879941472,116.747342072,333.2179,-2562269.3003,5084035.9121,-2866507.0365,-14.8035,8.8525,-0.0428
SB13-07,193,474905.8010,7026835.1714,350.0353,-26.879957726,116.747342854,333.1998,-2562268.9959,5084035.1356,-2866508.6348,-14.7258,7.0514,-0.0608
SB13-08,248,474902.5840,7026835.6573,350.0394,-26.879953281,116.747310474,333.2039,-2562266.2245,5084036.7857,-2866508.1974,-17.9433,7.5439,-0.0568
SB13-09,214,474904.2289,7026833.6871,350.0740,-26.879971099,116.747326996,333.2385,-2562267.3028,5084035.2773,-2866509.9740,-16.3016,5.5695,-0.0221
SB13-10,159,474906.4600,7026833.3796,350.0558,-26.879973915,116.747349453,333.2203,-2562269.2246,5084034.1325,-2866510.2442,-14.0701,5.2575,-0.0403
SB13-11,125,474907.7523,7026832.1662,350.0684,-26.879984894,116.747362440,333.2328,-2562270.1346,5084033.0705,-2866511.3349,-12.7796,4.0410,-0.0278
SB14-01,133,474906.9733,7026827.4248,350.0697,-26.880027689,116.747354501,333.2341,-2562268.4657,5084031.5120,-2866515.5651,-13.5684,-0.7010,-0.0265
SB14-02,167,474904.3309,7026828.6383,350.0540,-26.880016685,116.747327922,333.2184,-2562266.3490,5084033.1805,-2866514.4705,-16.2095,0.5183,-0.0422
SB14-03,112,474907.7723,7026828.9756,350.0815,-26.880013702,116.747362577,333.2459,-2562269.5024,5084031.7860,-2866514.1880,-12.7660,0.8489,-0.0147
SB14-04,146,474906.8207,7026830.6552,350.0628,-26.879998520,116.747353030,333.2272,-2562268.9901,5084032.8773,-2866512.6791,-13.7146,2.5311,-0.0334
SB14-05,180,474905.1006,7026832.1000,350.0645,-26.879985444,116.747335740,333.2290,-2562267.7514,5084034.2369,-2866511.3875,-15.4327,3.9801,-0.0316
SB14-06,201,474904.8369,7026830.3933,350.0470,-26.880000848,116.747333051,333.2115,-2562267.1584,5084033.6540,-2866512.9021,-15.6999,2.2731,-0.0492
SB14-07,235,474903.0417,7026832.3719,350.0009,-26.879982952,116.747315016,333.1654,-2562265.9432,5084035.2245,-2866511.1125,-17.4919,4.2561,-0.0952
SB14-08,256,474901.5016,7026828.9172,350.0117,-26.880014115,116.747299441,333.1762,-2562263.8628,5084034.5354,-2866514.1974,-19.0395,0.8030,-0.0845
SB14-09,222,474902.7496,7026827.6378,350.0159,-26.880025689,116.747311980,333.1803,-2562264.7161,5084033.4602,-2866515.3432,-17.7936,-0.4794,-0.0803
SB14-10,243,474902.3819,7026825.8549,350.0411,-26.880041780,116.747308242,333.2055,-2562264.0318,5084032.9275,-2866516.9448,-18.1650,-2.2624,-0.0551
SB14-11,188,474904.3164,7026826.1679,350.0531,-26.880038989,116.747327726,333.2175,-2562265.8284,5084032.1907,-2866516.6744,-16.2290,-1.9531,-0.0431
SB15-01,20,474917.8769,7026832.8870,350.0649,-26.879978568,116.747464392,333.2293,-2562279.3223,5084028.7914,-2866510.7081,-2.6491,4.7419,-0.0313
SB15-02,41,474915.1808,7026834.2376,350.0679,-26.879966325,116.747437274,333.2323,-2562277.1933,5084030.5543,-2866509.4994,-5.3437,6.0985,-0.0283
SB15-03,33,474918.2595,7026834.6567,350.0612,-26.879962598,116.747468280,333.2257,-2562280.0259,5084029.3292,-2866509.1280,-2.2628,6.5116,-0.0349
SB15-04,54,474916.3995,7026835.4339,350.0522,-26.879955547,116.747449568,333.2167,-2562278.5209,5084030.4742,-2866508.4271,-4.1221,7.2928,-0.0439
SB15-05,88,474916.2807,7026838.3963,350.0991,-26.879928798,116.747448432,333.2637,-2562279.0420,5084031.7592,-2866505.8046,-4.2350,10.2568,0.0031
SB15-06,75,474914.3655,7026837.3933,350.0577,-26.879937819,116.747429128,333.2222,-2562277.1091,5084032.1858,-2866506.6774,-6.1531,9.2572,-0.0384
SB15-07,117,474910.6740,7026836.0447,350.1098,-26.879949929,116.747391934,333.2743,-2562273.5567,5084033.3489,-2866507.8979,-9.8489,7.9154,0.0137
SB15-08,83,474911.2607,7026833.1416,350.0438,-26.879976151,116.747397784,333.2082,-2562273.4579,5084031.8615,-2866510.4597,-9.2677,5.0098,-0.0524
SB15-09,62,474912.6378,7026834.2055,350.0634,-26.879966569,116.747411670,333.2279,-2562274.9140,5084031.6848,-2866509.5216,-7.8879,6.0715,-0.0327
SB15-10,28,474915.9467,7026832.0421,350.0587,-26.879986161,116.747444941,333.2232,-2562277.4226,5084029.3167,-2866511.4558,-4.5819,3.9005,-0.0374
SB16-01,44,474913.0011,7026827.8647,350.0542,-26.880023826,116.747415201,333.2186,-2562273.9326,5084028.9580,-2866515.1763,-7.5371,-0.2729,-0.0420
SB16-02,23,474915.1711,7026828.8433,350.0094,-26.880015029,116.747437068,333.1738,-2562276.0534,5084028.3380,-2866514.2866,-5.3642,0.7018,-0.0867
SB16-03,36,474914.2248,7026830.3353,350.0360,-26.880001541,116.747427570,333.2004,-2562275.5254,5084029.3873,-2866512.9656,-6.3080,2.1964,-0.0602
SB16-04,57,474911.9793,7026829.2633,350.0442,-26.880011180,116.747404941,333.2086,-2562273.3034,5084029.9746,-2866513.9219,-8.5565,1.1283,-0.0520
SB16-05,49,474913.6910,7026832.6692,350.0519,-26.879980459,116.747422243,333.2164,-2562275.5344,5084030.5814,-2866510.8891,-6.8373,4.5324,-0.0442
