#S9-5
#SB-Antenna,Easting,Northing,HAE,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z
SB10-06,475032.3582,7026787.3701,333.4376,-26.880393777,116.748614488,333.4376,-2562372.0946,5083958.9482,-2866551.8396
SB10-07,475033.7318,7026789.6026,333.4376,-26.880373645,116.748628362,333.4376,-2562373.7796,5083959.2284,-2866549.8498
SB10-08,475031.3979,7026788.9031,333.4376,-26.880379919,116.748604850,333.4376,-2562371.5519,5083959.9992,-2866550.4699
SB10-09,475028.8140,7026790.2376,333.4376,-26.880367823,116.748578861,333.4376,-2562369.5185,5083961.7027,-2866549.2745
SB10-10,475030.2049,7026786.8975,333.4376,-26.880398006,116.748592798,333.4376,-2562370.0747,5083959.7290,-2866552.2575
SB10-11,475028.7898,7026785.8587,333.4376,-26.880407358,116.748578530,333.4376,-2562368.5977,5083959.9487,-2866553.1819
SB11-01,475030.0722,7026792.3448,333.4376,-26.880348821,116.748591571,333.4376,-2562371.0748,5083961.9844,-2866547.3964
SB11-02,475031.4698,7026791.1914,333.4376,-26.880359260,116.748605620,333.4376,-2562372.0860,5083960.8890,-2866548.4281
SB11-03,475031.8265,7026793.9424,333.4376,-26.880334428,116.748609266,333.4376,-2562372.9695,5083961.8369,-2866545.9738
SB11-04,475034.3392,7026793.6072,333.4376,-26.880337499,116.748634558,333.4376,-2562375.1444,5083960.5684,-2866546.2774
SB11-05,475033.6074,7026795.2912,333.4376,-26.880322282,116.748627223,333.4376,-2562374.8367,5083961.5772,-2866544.7734
SB11-06,475031.5163,7026797.0248,333.4376,-26.880306593,116.748606204,333.4376,-2562373.3254,5083963.2191,-2866543.2228
SB11-07,475031.5753,7026799.0550,333.4376,-26.880288264,116.748606838,333.4376,-2562373.7950,5083964.0108,-2866541.4112
SB11-08,475029.9681,7026794.1172,333.4376,-26.880332817,116.748590558,333.4376,-2562371.3459,5083962.7456,-2866545.8146
SB11-09,475027.8503,7026794.2777,333.4376,-26.880331330,116.748569238,333.4376,-2562369.4876,5083963.7656,-2866545.6676
SB11-10,475027.5299,7026792.4841,333.4376,-26.880347517,116.748565977,333.4376,-2562368.8332,5083963.1873,-2866547.2675
SB12-01,475024.3175,7026797.7104,333.4376,-26.880300274,116.748533737,333.4376,-2562367.0378,5083966.7427,-2866542.5982
SB12-02,475026.2714,7026796.2957,333.4376,-26.880313081,116.748553382,333.4376,-2562368.4921,5083965.2912,-2866543.8641
SB12-03,475028.1071,7026796.1200,333.4376,-26.880314701,116.748571861,333.4376,-2562370.0953,5083964.3923,-2866544.0241
SB12-04,475026.6699,7026798.1097,333.4376,-26.880296710,116.748557430,333.4376,-2562369.2205,5083965.8425,-2866542.2460
SB12-05,475029.7961,7026796.5920,333.4376,-26.880310469,116.748588876,333.4376,-2562371.7004,5083963.8207,-2866543.6059
SB12-06,475029.6164,7026799.2581,333.4376,-26.880286395,116.748587120,333.4376,-2562372.0875,5083964.9762,-2866541.2265
SB12-07,475028.2528,7026800.4727,333.4376,-26.880275404,116.748573415,333.4376,-2562371.1192,5083966.0809,-2866540.1402
SB12-08,475030.8781,7026800.7405,333.4376,-26.880273033,116.748599853,333.4376,-2562373.5186,5083965.0046,-2866539.9059
SB12-09,475027.0369,7026803.1859,333.4376,-26.880250886,116.748561227,333.4376,-2562370.5907,5083967.7228,-2866537.7170
SB12-10,475026.4103,7026801.1512,333.4376,-26.880269245,116.748554877,333.4376,-2562369.6132,5083967.1854,-2866539.5315
SB12-11,475022.7188,7026796.9920,333.4376,-26.880306731,116.748517627,333.4376,-2562365.4627,5083967.1743,-2866543.2364
SB13-01,475018.8148,7026799.2671,333.4376,-26.880286120,116.748478365,333.4376,-2562362.4437,5083969.8522,-2866541.1993
SB13-02,475021.6052,7026800.3526,333.4376,-26.880276370,116.748506482,333.4376,-2562365.1583,5083969.0310,-2866540.2357
SB13-03,475023.8969,7026800.3550,333.4376,-26.880276389,116.748529556,333.4376,-2562367.2053,5083967.9983,-2866540.2376
SB13-04,475022.7064,7026801.6934,333.4376,-26.880264284,116.748517596,333.4376,-2562366.4170,5083969.0747,-2866539.0411
SB13-05,475024.9894,7026802.2425,333.4376,-26.880259367,116.748540594,333.4376,-2562368.5685,5083968.2661,-2866538.5552
SB13-06,475022.2874,7026803.8240,333.4376,-26.880245040,116.748513420,333.4376,-2562366.4804,5083970.1224,-2866537.1392
SB13-07,475020.5523,7026803.3235,333.4376,-26.880249527,116.748495941,333.4376,-2562364.8283,5083970.7033,-2866537.5827
SB13-08,475020.3135,7026806.5962,333.4376,-26.880219975,116.748493602,333.4376,-2562365.2871,5083972.1300,-2866534.6619
SB13-09,475018.7658,7026804.5762,333.4376,-26.880238185,116.748477978,333.4376,-2562363.4902,5083972.0140,-2866536.4617
SB13-10,475018.9363,7026802.3415,333.4376,-26.880258364,116.748479651,333.4376,-2562363.1836,5083971.0365,-2866538.4561
SB13-11,475018.0023,7026800.8145,333.4376,-26.880272135,116.748470216,333.4376,-2562362.0359,5083970.8424,-2866539.8171
SB14-01,475013.1837,7026800.5740,333.4376,-26.880274220,116.748421696,333.4376,-2562357.6836,5083972.9190,-2866540.0231
SB14-02,475013.8331,7026803.4410,333.4376,-26.880248346,116.748428291,333.4376,-2562358.8522,5083973.7816,-2866537.4659
SB14-03,475014.8789,7026800.0967,333.4376,-26.880278560,116.748438754,333.4376,-2562359.0993,5083971.9620,-2866540.4521
SB14-04,475016.3045,7026801.3826,333.4376,-26.880266975,116.748453133,333.4376,-2562360.6365,5083971.8371,-2866539.3072
SB14-05,475017.3656,7026803.3520,333.4376,-26.880249213,116.748463856,333.4376,-2562361.9884,5083972.1523,-2866537.5516
SB14-06,475015.6393,7026803.3084,333.4376,-26.880249576,116.748446475,333.4376,-2562360.4379,5083972.9133,-2866537.5875
SB14-07,475017.1939,7026805.4706,333.4376,-26.880230082,116.748462170,333.4376,-2562362.2702,5083973.0836,-2866535.6608
SB14-08,475013.5252,7026806.2285,333.4376,-26.880223174,116.748425248,333.4376,-2562359.1498,5083975.0438,-2866534.9780
SB14-09,475012.5031,7026804.7532,333.4376,-26.880236475,116.748414927,333.4376,-2562357.9341,5083974.9103,-2866536.2927
SB14-10,475010.6888,7026804.7484,333.4376,-26.880236486,116.748396660,333.4376,-2562356.3130,5083975.7268,-2866536.2937
SB14-11,475011.3895,7026802.9303,333.4376,-26.880252914,116.748403678,333.4376,-2562356.5652,5083974.6780,-2866537.9174
SB15-01,475020.8227,7026791.0783,333.4376,-26.880360091,116.748498419,333.4376,-2562362.5551,5083965.6461,-2866548.5102
SB15-02,475021.5964,7026793.9799,333.4376,-26.880333907,116.748506266,333.4376,-2562363.8419,5083966.4666,-2866545.9223
SB15-03,475022.6269,7026791.0577,333.4376,-26.880360308,116.748516584,333.4376,-2562364.1620,5083964.8240,-2866548.5317
SB15-04,475023.0718,7026793.0168,333.4376,-26.880342628,116.748521102,333.4376,-2562364.9616,5083965.4129,-2866546.7843
SB15-05,475025.8480,7026793.7963,333.4376,-26.880335640,116.748549069,333.4376,-2562367.6007,5083964.4748,-2866546.0936
SB15-06,475024.4500,7026795.4191,333.4376,-26.880320964,116.748535026,333.4376,-2562366.6856,5083965.7594,-2866544.6431
SB15-07,475022.3890,7026798.7538,333.4376,-26.880290819,116.748514342,333.4376,-2562365.5300,5083968.0331,-2866541.6637
SB15-08,475019.6808,7026797.5918,333.4376,-26.880301262,116.748487051,333.4376,-2562362.8729,5083968.7864,-2866542.6958
SB15-09,475021.0054,7026796.4355,333.4376,-26.880311725,116.748500365,333.4376,-2562363.8184,5083967.7229,-2866543.7300
SB15-10,475019.5793,7026792.7922,333.4376,-26.880344594,116.748485933,333.4376,-2562361.7967,5083966.8978,-2866546.9786
SB16-01,475014.8824,7026794.7934,333.4376,-26.880326441,116.748438683,333.4376,-2562358.0134,5083969.8230,-2866545.1845
SB16-02,475016.3303,7026792.8567,333.4376,-26.880343953,116.748453223,333.4376,-2562358.9087,5083968.3893,-2866546.9152
SB16-03,475017.5766,7026794.1242,333.4376,-26.880332532,116.748465796,333.4376,-2562360.2819,5083968.3380,-2866545.7864
SB16-04,475016.0706,7026796.1052,333.4376,-26.880314619,116.748450673,333.4376,-2562359.3439,5083969.8157,-2866544.0160
SB16-05,475019.7319,7026795.1232,333.4376,-26.880323550,116.748487517,333.4376,-2562362.4117,5083967.7684,-2866544.8987
SB16-06,475018.1988,7026796.5068,333.4376,-26.880311031,116.748472108,333.4376,-2562361.3268,5083969.0176,-2866543.6614
SB16-07,475016.6344,7026799.6130,333.4376,-26.880282958,116.748456420,333.4376,-2562360.5677,5083970.9751,-2866540.8868
SB16-08,475014.9056,7026797.4975,333.4376,-26.880302027,116.748438971,333.4376,-2562358.5895,5083970.9023,-2866542.7715
SB16-09,475012.7111,7026798.8609,333.4376,-26.880289678,116.748416904,333.4376,-2562356.9098,5083972.4417,-2866541.5510
SB16-10,475012.9125,7026796.2185,333.4376,-26.880313539,116.748418878,333.4376,-2562356.5470,5083971.2859,-2866543.9093
SB16-11,475011.5764,7026797.4816,333.4376,-26.880302111,116.748405451,333.4376,-2562355.6132,5083972.3977,-2866542.7798
SB17-01,475006.2437,7026798.9178,333.4376,-26.880289048,116.748351788,333.4376,-2562351.1462,5083975.3820,-2866541.4887
SB17-02,475008.8365,7026797.6070,333.4376,-26.880300930,116.748377867,333.4376,-2562353.1923,5083973.6841,-2866542.6631
SB17-03,475008.0678,7026799.2436,333.4376,-26.880286140,116.748370160,333.4376,-2562352.8420,5083974.6905,-2866541.2013
SB17-04,475010.5285,7026798.9825,333.4376,-26.880288541,116.748394930,333.4376,-2562354.9857,5083973.4753,-2866541.4386
SB17-05,475011.3589,7026801.1534,333.4376,-26.880268956,116.748403335,333.4376,-2562356.1731,5083973.9756,-2866539.5029
SB17-06,475009.5809,7026800.5694,333.4376,-26.880274196,116.748385421,333.4376,-2562354.4654,5083974.5423,-2866540.0208
SB17-07,475009.1498,7026802.8538,333.4376,-26.880253564,116.748381126,333.4376,-2562354.5495,5083975.6574,-2866537.9817
SB17-08,475007.3436,7026802.9786,333.4376,-26.880252405,116.748362944,333.4376,-2562352.9623,5083976.5224,-2866537.8671
SB17-09,475006.9948,7026801.1720,333.4376,-26.880268709,116.748359396,333.4376,-2562352.2798,5083975.9517,-2866539.4785
SB17-10,475003.6596,7026801.6981,333.4376,-26.880263900,116.748325826,333.4376,-2562349.4096,5083977.6681,-2866539.0032
SB18-01,475015.6733,7026786.8208,333.4376,-26.880398437,116.748446487,333.4376,-2562357.0825,5083966.2530,-2866552.3002
SB18-02,475017.8457,7026784.2802,333.4376,-26.880421414,116.748468308,333.4376,-2562358.5006,5083964.2492,-2866554.5711
SB18-03,475018.1764,7026786.0899,333.4376,-26.880405082,116.748471674,333.4376,-2562359.1676,5083964.8294,-2866552.9569
SB18-04,475018.4604,7026787.8703,333.4376,-26.880389012,116.748474570,333.4376,-2562359.7868,5083965.4188,-2866551.3686
SB18-05,475018.3697,7026790.1163,333.4376,-26.880368731,116.748473701,333.4376,-2562360.1671,5083966.3649,-2866549.3642
SB18-06,475016.8608,7026788.9439,333.4376,-26.880379290,116.748458486,333.4376,-2562358.5789,5083966.5730,-2866550.4078
SB18-07,475017.9311,7026792.1382,333.4376,-26.880350469,116.748469325,333.4376,-2562360.1906,5083967.3777,-2866547.5593
SB18-08,475015.6558,7026791.1768,333.4376,-26.880359109,116.748446398,333.4376,-2562357.9614,5083968.0165,-2866548.4132
SB18-09,475014.7284,7026788.3092,333.4376,-26.880384982,116.748437003,333.4376,-2562356.5444,5083967.2791,-2866550.9704
SB18-10,475013.2469,7026786.5544,333.4376,-26.880400799,116.748422052,333.4376,-2562354.8611,5083967.2401,-2866552.5336
SB18-11,475015.2493,7026784.3335,333.4376,-26.880420887,116.748442168,333.4376,-2562356.1931,5083965.4418,-2866554.5190
SB19-01,475012.9438,7026788.5786,333.4376,-26.880382518,116.748419041,333.4376,-2562355.0061,5083968.1926,-2866550.7268
SB19-02,475011.1872,7026789.8110,333.4376,-26.880371360,116.748401379,333.4376,-2562353.6905,5083969.4817,-2866549.6240
SB19-03,475012.7864,7026791.8152,333.4376,-26.880353293,116.748417520,333.4376,-2562355.5301,5083969.5681,-2866547.8384
SB19-04,475014.3141,7026792.8581,333.4376,-26.880343904,116.748432923,333.4376,-2562357.1085,5083969.2994,-2866546.9104
SB19-05,475010.5554,7026792.3754,333.4376,-26.880348195,116.748395070,333.4376,-2562353.6530,5083970.8002,-2866547.3345
SB19-06,475011.2386,7026794.0548,333.4376,-26.880333044,116.748401981,333.4376,-2562354.6079,5083971.1690,-2866545.8371
SB19-07,475009.7574,7026795.0521,333.4376,-26.880324013,116.748387088,333.4376,-2562353.4900,5083972.2390,-2866544.9445
SB19-08,475008.7371,7026792.8211,333.4376,-26.880344139,116.748376771,333.4376,-2562352.1207,5083971.8001,-2866546.9336
SB19-09,475007.4920,7026794.8627,333.4376,-26.880325683,116.748364276,333.4376,-2562351.4282,5083973.1845,-2866545.1096
SB19-10,475007.3127,7026791.7629,333.4376,-26.880353667,116.748362408,333.4376,-2562350.6315,5083972.0161,-2866547.8753
SB19-11,475005.5905,7026791.2958,333.4376,-26.880357853,116.748345059,333.4376,-2562348.9977,5083972.6047,-2866548.2891
SB20-01,475002.7125,7026794.6833,333.4376,-26.880327217,116.748316150,333.4376,-2562347.1233,5083975.2681,-2866545.2612
SB20-02,475003.6306,7026793.1920,333.4376,-26.880340698,116.748325364,333.4376,-2562347.6369,5083974.2530,-2866546.5935
SB20-03,475006.1934,7026793.5128,333.4376,-26.880337847,116.748351174,333.4376,-2562349.9913,5083973.2263,-2866546.3118
SB20-04,475005.1211,7026795.3289,333.4376,-26.880321431,116.748340413,333.4376,-2562349.4067,5083974.4419,-2866544.6893
SB20-05,475006.6582,7026797.1416,333.4376,-26.880305092,116.748355926,333.4376,-2562351.1516,5083974.4791,-2866543.0745
SB20-06,475004.2358,7026798.1030,333.4376,-26.880296369,116.748331555,333.4376,-2562349.1858,5083975.9593,-2866542.2123
SB20-07,475004.8331,7026800.0727,333.4376,-26.880278596,116.748337609,333.4376,-2562350.1237,5083976.4837,-2866540.4557
SB20-08,475002.4245,7026799.4270,333.4376,-26.880284382,116.748313346,333.4376,-2562347.8403,5083977.3099,-2866541.0276
SB20-09,475002.8056,7026796.7064,333.4376,-26.880308953,116.748317128,333.4376,-2562347.6219,5083976.0415,-2866543.4560
SB20-10,474999.6213,7026794.6886,333.4376,-26.880327114,116.748285027,333.4376,-2562344.3640,5083976.6646,-2866545.2510
