#S9-1
#SB-Antenna,Easting,Northing,HAE,Lat,Lon,HAE,ECEF-X,ECEF-Y,ECEF-Z
SB11-10,475012.7864,7026720.0723,333.5376,-26.881001035,116.748416086,333.5376,-2562340.8374,5083940.7328,-2866611.9030
SB12-01,475017.7128,7026723.7281,333.5376,-26.880968116,116.748465761,333.5376,-2562345.9873,5083939.9840,-2866608.6495
SB12-02,475016.4738,7026721.6583,333.5376,-26.880986782,116.748453244,333.5376,-2562344.4558,5083939.7087,-2866610.4943
SB12-03,475016.4587,7026719.8143,333.5376,-26.881003431,116.748453055,333.5376,-2562344.0637,5083938.9723,-2866612.1398
SB12-04,475018.3156,7026721.4194,333.5376,-26.880988971,116.748471784,333.5376,-2562346.0515,5083938.7816,-2866610.7107
SB12-05,475017.0762,7026718.1729,333.5376,-26.881018262,116.748459240,333.5376,-2562344.2780,5083938.0322,-2866613.6056
SB12-06,475019.7164,7026718.5842,333.5376,-26.881014595,116.748485831,333.5376,-2562346.7201,5083937.0070,-2866613.2432
SB12-07,475020.8076,7026720.0485,333.5376,-26.881001394,116.748496847,333.5376,-2562347.9953,5083937.1050,-2866611.9384
SB12-08,475021.3032,7026717.4565,333.5376,-26.881024805,116.748501785,333.5376,-2562347.9055,5083935.8368,-2866614.2523
SB12-09,475023.4045,7026721.4962,333.5376,-26.880988370,116.748523022,333.5376,-2562350.6115,5083936.5171,-2866610.6512
SB12-10,475021.3229,7026721.9432,333.5376,-26.880984297,116.748502073,333.5376,-2562348.8445,5083937.6362,-2866610.2487
SB12-11,475016.8578,7026725.2581,333.5376,-26.880954288,116.748457182,333.5376,-2562345.5380,5083940.9863,-2866607.2827
SB13-01,475018.7840,7026729.3455,333.5376,-26.880917418,116.748476658,333.5376,-2562348.0974,5083941.7649,-2866603.6387
SB13-02,475020.1085,7026726.6604,333.5376,-26.880941685,116.748489940,333.5376,-2562348.7288,5083940.0852,-2866606.0372
SB13-03,475020.3106,7026724.3776,333.5376,-26.880962299,116.748491930,333.5376,-2562348.4405,5083939.0740,-2866608.0745
SB13-04,475021.5402,7026725.6802,333.5376,-26.880950560,116.748504335,333.5376,-2562349.8060,5083939.0444,-2866606.9143
SB13-05,475022.2862,7026723.4537,333.5376,-26.880970676,116.748511802,333.5376,-2562350.0149,5083937.8105,-2866608.9025
SB13-06,475023.6262,7026726.2833,333.5376,-26.880945152,116.748525350,333.5376,-2562351.7926,5083938.3465,-2866606.3798
SB13-07,475022.9764,7026727.9681,333.5376,-26.880929929,116.748518841,333.5376,-2562351.5583,5083939.3186,-2866604.8753
SB13-08,475026.2158,7026728.4913,333.5376,-26.880925264,116.748551468,333.5376,-2562354.5585,5083938.0682,-2866604.4142
SB13-09,475024.0686,7026729.8570,333.5376,-26.880912894,116.748529876,333.5376,-2562352.9215,5083939.5873,-2866603.1916
SB13-10,475021.8573,7026729.4924,333.5376,-26.880916147,116.748507604,333.5376,-2562350.8720,5083940.4378,-2866603.5131
SB13-11,475020.2546,7026730.2898,333.5376,-26.880908919,116.748491484,333.5376,-2562349.6046,5083941.4821,-2866602.7987
SB14-01,475019.5951,7026735.0691,333.5376,-26.880865757,116.748484939,333.5376,-2562349.9972,5083943.7058,-2866598.5328
SB14-02,475022.5078,7026734.6720,333.5376,-26.880869393,116.748514258,333.5376,-2562352.5166,5083942.2319,-2866598.8922
SB14-03,475019.2673,7026733.3388,333.5376,-26.880881373,116.748481604,333.5376,-2562349.3491,5083943.1563,-2866600.0763
SB14-04,475020.6726,7026732.0306,333.5376,-26.880893209,116.748495727,333.5376,-2562350.3354,5083941.9952,-2866601.2461
SB14-05,475022.7270,7026731.1453,333.5376,-26.880901239,116.748516394,333.5376,-2562351.9881,5083940.7116,-2866602.0397
SB14-06,475022.5331,7026732.8611,333.5376,-26.880885744,116.748514476,333.5376,-2562352.1673,5083941.4907,-2866600.5083
SB14-07,475024.8226,7026731.5009,333.5376,-26.880898066,116.748537501,333.5376,-2562353.9325,5083939.9097,-2866601.7261
SB14-08,475025.2578,7026735.2217,333.5376,-26.880864480,116.748541957,333.5376,-2562355.0852,5083941.2130,-2866598.4067
SB14-09,475023.6991,7026736.1113,333.5376,-26.880856420,116.748526280,333.5376,-2562353.8759,5083942.2747,-2866597.6100
SB14-10,475023.5362,7026737.9183,333.5376,-26.880840103,116.748524677,333.5376,-2562354.1016,5083943.0764,-2866595.9973
SB14-11,475021.7860,7026737.0619,333.5376,-26.880847804,116.748507038,333.5376,-2562352.3628,5083943.5207,-2866596.7584
SB15-01,475010.8013,7026726.6315,333.5376,-26.880941779,116.748396231,333.5376,-2562340.4117,5083944.2718,-2866606.0464
SB15-02,475013.7593,7026726.1137,333.5376,-26.880946507,116.748426003,333.5376,-2562342.9468,5083942.7288,-2866606.5137
SB15-03,475010.9381,7026724.8324,333.5376,-26.880958025,116.748397572,333.5376,-2562340.1644,5083943.4850,-2866607.6521
SB15-04,475012.9285,7026724.5599,333.5376,-26.880960520,116.748417607,333.5376,-2562341.8858,5083942.4774,-2866607.8987
SB15-05,475013.9470,7026721.8623,333.5376,-26.880984895,116.748427808,333.5376,-2562342.2414,5083940.9307,-2866610.3078
SB15-06,475015.4417,7026723.3964,333.5376,-26.880971071,116.748442888,333.5376,-2562343.8912,5083940.8747,-2866608.9415
SB15-07,475018.5841,7026725.7401,333.5376,-26.880949966,116.748474574,333.5376,-2562347.1786,5083940.4019,-2866606.8556
SB15-08,475017.1905,7026728.3368,333.5376,-26.880926496,116.748460594,333.5376,-2562346.4674,5083942.0771,-2866604.5360
SB15-09,475016.1541,7026726.9164,333.5376,-26.880939302,116.748450131,333.5376,-2562345.2502,5083941.9721,-2866605.8017
SB15-10,475012.4003,7026728.0196,333.5376,-26.880929275,116.748412358,333.5376,-2562342.1246,5083944.1100,-2866604.8106
SB16-01,475013.9846,7026732.8730,333.5376,-26.880885483,116.748428406,333.5376,-2562344.5361,5083945.3515,-2866600.4825
SB16-02,475012.1814,7026731.2618,333.5376,-26.880899998,116.748410219,333.5376,-2562342.5950,5083945.5155,-2866601.9170
SB16-03,475013.5527,7026730.1308,333.5376,-26.880910234,116.748424003,333.5376,-2562343.5872,5083944.4411,-2866602.9288
SB16-04,475015.3949,7026731.8037,333.5376,-26.880895164,116.748442584,333.5376,-2562345.5758,5083944.2843,-2866601.4392
SB16-05,475014.7358,7026728.0707,333.5376,-26.880928855,116.748435874,333.5376,-2562344.2207,5083943.0771,-2866604.7691
SB16-06,475015.9805,7026729.7186,333.5376,-26.880913999,116.748448439,333.5376,-2562345.6706,5083943.1798,-2866603.3009
SB16-07,475018.9385,7026731.5477,333.5376,-26.880897538,116.748478258,333.5376,-2562348.6877,5083942.5828,-2866601.6739
SB16-08,475016.6804,7026733.0856,333.5376,-26.880883612,116.748455553,333.5376,-2562346.9870,5083944.2212,-2866600.2976
SB16-09,475017.8473,7026735.3905,333.5376,-26.880862823,116.748467348,333.5376,-2562348.5024,5083944.6238,-2866598.2428
SB16-10,475015.2325,7026734.9597,333.5376,-26.880866666,116.748441013,333.5376,-2562346.0790,5083945.6296,-2866598.6227
SB16-11,475016.3744,7026736.4008,333.5376,-26.880853675,116.748452538,333.5376,-2562347.3946,5083945.6953,-2866597.3387
SB17-01,475017.3404,7026741.8383,333.5376,-26.880804599,116.748462373,333.5376,-2562349.3738,5083947.4511,-2866592.4883
SB17-02,475016.2605,7026739.1412,333.5376,-26.880828931,116.748451446,333.5376,-2562347.8556,5083946.8512,-2866594.8932
SB17-03,475017.8239,7026740.0496,333.5376,-26.880820757,116.748467205,333.5376,-2562349.4383,5083946.5121,-2866594.0853
SB17-04,475017.7782,7026737.5755,333.5376,-26.880843094,116.748466696,333.5376,-2562348.8894,5083945.5356,-2866596.2930
SB17-05,475020.0133,7026736.9374,333.5376,-26.880848895,116.748489187,333.5376,-2562350.7543,5083944.2702,-2866596.8663
SB17-06,475019.2766,7026738.6578,333.5376,-26.880833350,116.748481804,333.5376,-2562350.4497,5083945.2959,-2866595.3299
SB17-07,475021.5146,7026739.2864,333.5376,-26.880827714,116.748504350,333.5376,-2562352.5773,5083944.5397,-2866594.7729
SB17-08,475021.4816,7026741.0965,333.5376,-26.880811371,116.748504053,333.5376,-2562352.9195,5083945.2842,-2866593.1576
SB17-09,475019.6515,7026741.2865,333.5376,-26.880809622,116.748485631,333.5376,-2562351.3243,5083946.1863,-2866592.9848
SB17-10,475019.8849,7026744.6549,333.5376,-26.880779214,116.748488048,333.5376,-2562352.2244,5083947.4386,-2866589.9794
SB18-01,475006.1112,7026731.3903,333.5376,-26.880898729,116.748349104,333.5376,-2562337.2008,5083948.3054,-2866601.7916
SB18-02,475003.7697,7026729.0048,333.5376,-26.880920225,116.748325481,333.5376,-2562334.6200,5083948.4001,-2866603.9162
SB18-03,475005.6012,7026728.8330,333.5376,-26.880921809,116.748343918,333.5376,-2562336.2202,5083947.5047,-2866604.0727
SB18-04,475007.3997,7026728.7053,333.5376,-26.880922995,116.748362023,333.5376,-2562337.8000,5083946.6420,-2866604.1899
SB18-05,475009.6292,7026728.9914,333.5376,-26.880920452,116.748384477,333.5376,-2562339.8497,5083945.7516,-2866603.9386
SB18-06,475008.3297,7026730.3923,333.5376,-26.880907779,116.748371421,333.5376,-2562338.9769,5083946.9024,-2866602.6861
SB18-07,475011.6051,7026729.6045,333.5376,-26.880914951,116.748404383,333.5376,-2562341.7400,5083945.1075,-2866603.3949
SB18-08,475010.4491,7026731.7874,333.5376,-26.880895222,116.748392787,333.5376,-2562341.1560,5083946.5087,-2866601.4450
SB18-09,475007.5116,7026732.4613,333.5376,-26.880889085,116.748363225,333.5376,-2562338.6713,5083948.1053,-2866600.8384
SB18-10,475005.6344,7026733.7842,333.5376,-26.880877107,116.748344351,333.5376,-2562337.2666,5083949.4853,-2866599.6546
SB18-11,475003.5964,7026731.5959,333.5376,-26.880896828,116.748323788,333.5376,-2562334.9973,5083949.5226,-2866601.6037
SB19-01,475007.6244,7026734.2626,333.5376,-26.880872824,116.748364397,333.5376,-2562339.1419,5083948.7804,-2866599.2313
SB19-02,475008.6991,7026736.1199,333.5376,-26.880856073,116.748375254,333.5376,-2562340.4830,5083949.0443,-2866597.5758
SB19-03,475010.8350,7026734.7015,333.5376,-26.880868918,116.748396731,333.5376,-2562342.0990,5083947.5091,-2866598.8453
SB19-04,475012.0071,7026733.2705,333.5376,-26.880881859,116.748408504,333.5376,-2562342.8519,5083946.4037,-2866600.1243
SB19-05,475011.1986,7026736.9728,333.5376,-26.880848418,116.748400438,333.5376,-2562342.8902,5083948.2605,-2866596.8192
SB19-06,475012.9312,7026736.4386,333.5376,-26.880853272,116.748417872,333.5376,-2562344.3277,5083947.2637,-2866597.2989
SB19-07,475013.7956,7026738.0011,333.5376,-26.880839180,116.748426606,333.5376,-2562345.4204,5083947.5035,-2866595.9061
SB19-08,475011.4841,7026738.8231,333.5376,-26.880831718,116.748403350,333.5376,-2562343.5251,5083948.8775,-2866595.1686
SB19-09,475013.4094,7026740.2413,333.5376,-26.880818947,116.748422763,333.5376,-2562345.5356,5083948.5806,-2866593.9064
SB19-10,475010.3058,7026740.1498,333.5376,-26.880819718,116.748391512,333.5376,-2562342.7453,5083949.9437,-2866593.9826
SB19-11,475009.6904,7026741.8248,333.5376,-26.880804584,116.748385350,333.5376,-2562342.5398,5083950.8964,-2866592.4869
SB20-01,475012.8142,7026744.9871,333.5376,-26.880776089,116.748416864,333.5376,-2562345.9786,5083950.7619,-2866589.6705
SB20-02,475011.4086,7026743.9424,333.5376,-26.880785495,116.748402691,333.5376,-2562344.5090,5083950.9749,-2866590.6002
SB20-03,475011.9516,7026741.4174,333.5376,-26.880808303,116.748408108,333.5376,-2562344.4753,5083949.7122,-2866592.8544
SB20-04,475013.6673,7026742.6439,333.5376,-26.880797260,116.748425407,333.5376,-2562346.2593,5083949.4327,-2866591.7629
SB20-05,475015.6071,7026741.2706,333.5376,-26.880809694,116.748444910,333.5376,-2562347.7094,5083948.0042,-2866592.9919
SB20-06,475016.3537,7026743.7676,333.5376,-26.880787162,116.748452477,333.5376,-2562348.8889,5083948.6738,-2866590.7650
SB20-07,475018.3679,7026743.3442,333.5376,-26.880791021,116.748472749,333.5376,-2562350.6007,5083947.5946,-2866591.1464
SB20-08,475017.5148,7026745.6873,333.5376,-26.880769850,116.748464206,333.5376,-2562350.3200,5083948.9238,-2866589.0540
SB20-09,475014.8378,7026745.0706,333.5376,-26.880775371,116.748437240,333.5376,-2562347.8028,5083949.8827,-2866589.5996
SB20-10,475012.5500,7026748.0669,333.5376,-26.880748277,116.748414266,333.5376,-2562346.3752,5083952.1223,-2866586.9218
